COURSE NUMBER,COURSE NAME,LANGUAGE OF INSTRUCTION,CREDIT LOAD,YEAR,SCHEDULE,COURSE TYPE,DEPARTMENT,GENERAL COURSE OBJECTIVES,LEARNING OBJECTIVES,CONTENT,RECOMMENDED PREREQUISITES,COURSE RESPONSIBLE
,,,,,,,,,,,,
42011 , Product Usability and Design,Danish , 5 ECTS , 2016/2017 ,E3A (Tues 8-12),BSc,DTU Management Engineering,"
The learning goal of this course is to provide a basic
understanding of technology in a user-centered and social
perspective and to illustrate through practical design work, how
this understanding qualify product development. The understanding
is achieved by addressing fundamental technical, psychological,
social, political, financial and ethical dimensions of a given
product. To exemplify how social and ethical dimensions may have
impact on the forming of products, it is a goal of that course
participants will become able to apply principles of universal
accessibility. 
","Understand the importance of users and stakeholders for how
products are developed and used Understand technology and products in a psychological and
social context Understand and apply universal design principles Identify and describe historical, business and service aspects
of a given product Identify and learn technical research literature of relevance
for a given product Explain about the user-segments, value propositions, channels
and relations of a given product Clarify and describe the user experience for an active use of a
given product Justify and apply principles for universal
accessability","
This course introduces general design concepts and common methods
for development of new technological products, including user
involvement, experimental prototype evaluation, iterative design,
literature research, plus business and service issues of new
product creation.

The following elements are addressed:

*a broad introduction to product-, technology- and user
understanding

* a survey of the most common principles of design

*an introduction to qualitative and quantitative methods to uncover
user -activities and -experiences

*an introduction to business and service issues of products

*practical design work based on a user and action understanding

*search and application of technical literature

*psychological and social processes in a design team

*Universal accessibility as a design fundamental

Litrature:

Lidwell, W.; Holden, K. & Butler, J.: Universal Principles of
Design. Rockport 2010.

Vianna, M; Vianna, Y; Adler, I.K.; Lucena, B. & Russo, B:
Design Thinking, MJV Press, 2012 
",None,"
John Paulin Hansen"
,,,,,,,,,,,,
42021 , Technology Analysis,Danish , 5 ECTS , 2016/2017 ,F1A (Mon 8-12),BSc,DTU Management Engineering,"
The aim of the course is to gain understanding and insight as well
as to attain practical competencies in the area of technology
analysis (theory and methods) with respect to the mutual process of
shaping between design and use of artifacts. The course introduces
an expanded repertoire of analytical tools from the new sociology
of technology as well as cultural studies, in relation to the
pre-requisite course 42011. The new analytical and methodological
approach is to facilitate the characterisation, problematisation
and analysis of artifacts as heterogeneous co-constructions.

The course's treatment includes a recognition of the
philosophical basis of such analysis and its relevance in the
context of analysing products and technology, drawing upon elements
from the Theory of Science in Engineering. The course will herby
also treat the interrelationships between codifiable and practical
knowledge, as well as qualifications vis-a-vis competences in the
knowledge practices of engineers. 
","Apply Actor-Network Theory (ANT) and pertinent methods in the
analysis of technologies and products. Characterise products and their attributes as heterogeneously
ordered, hybrid constructions, through a broad conception of
products and technology. Identify and unravel the hybrid dimensions of a product, in
concrete contexts, through the notions of distributed agency and
knowledge processes as relates to boundary objects. Describe how knowledge is structured and ordered in the
respective cases of specialised knowledge vis-a-vis in situ domains
of engineering work practices. Account for heterogenous engineering, and the role played by
framing, in engineering design thinking and practice. Address basic issues concerning engineering science and the
status of objects, as relates to the Thoery of Science in
Engineering. Undertake original empirical research with a problem
orientation that is pertinent for a range of interrelated
design-use issues. Analyse the visions, as well as work of boundary-drawing, which
have had bearing on a product's shaping and use. Identify concrete aspects of heterogeneous translation, which
may be problematised as being of consequence to the product's
use, meaning and potential for reconceptualisation. Apply the attained knowledge on technology analysis and design
processes as a basis for a synthesis-oriented, creative approach to
design.","
The course entails an introduction to Actor-Network Theory (ANT),
with emphasis on the mutual ordering of needs, functionality and
meaning. The course focuses on the process of technology's
shaping: which includes design visions, product materialisation,
market emergence and product usage. The course involves exemplary
studies of design-use relationships, in the cultural and historical
contexts which products are embedded, and which serve to constitute
the emergence of products, their continued sustenance, and possible
state of obsolescence.

The following topics are covered in the course:

• Translation processes, including simplifications/​juxtapositions
as well as network punctualisations.

• Network displacement and differentiation of network states,
through reversible black-boxing.

• The product script through inscription and de-scription processes
in design and use..

• Boundary objects as elements in networks of knowledge practices.

• Use contexts, use processes, and user configruations.

• Domestication and product life thinking in an ANT perspective.

• The localisation of products in time, space and everyday life.

• Path-dependency and path-creation in the early stages of design.

• Product-market relationships (including institutions) as
heterogeneously ordered co-constructions.

• Objects and science in engineering practie and design.

• Heterogeneous engineering. 
",42011,"
Yutaka Yoshinaka"
,,,,,,,,,,,,
42042 , Participatory Systems Design,Danish , 5 ECTS , 2016/2017 ,F4A (Tues 13-17),BSc,DTU Management Engineering,"
The general objective of the course is to enable the students to
plan, implement and reflect upon a participatory systems design
process. The target of the participatory design process is a
company or organization or part hereof. Companies and organizations
are viewed as systems including workspace, organization, technology
and finance. 
","Account for the participatory systems design principles. Apply a systems model for analysis of work processes in a
company or part hereof. Select and apply participatory design methods. Design and carry through design games with users in a
company. Apply models and prototypes as a basis for dialogue and
interaction with users in a company. Apply prototype interviews. Apply the master-apprentice model. Analyze user needs by using affinity diagrams. Evaluate a participatory design process. Account for knowledge types and interaction between knowledge
domains.","
The course encompasses an introduction to systems and systems
design: Background, application, methods and tools. A number of
methods and tools of participatory design are presented: Contextual
design, master-apprentice model, affinity diagrams, work models,
design games, story boards, prototypes and prototyping. The course
presents a theoretical understanding of knowledge and knowledge
types. Finally is given insight into how participatory design
processes can be planned in interaction between different knowledge
domains.

The students work i groups with exercises and the accomplish a
participatory design process in a company or organization. The goal
is to identify improvement potentials in the work system and
develop recommendations for systems re-design aimed at improved
performance. 
",42021,"
Ole Broberg"
,,,,,,,,,,,,
42062 , Arenas and Concepts,Danish , 5 ECTS , 2016/2017 ,F2B (Thurs 8-12),BSc,DTU Management Engineering,"
The aim of the course is to enable the students to analyse and
interpret developments in society (sub-culture, user groups,
technology etc.) and translate them into frames for developing new
products and technologies. The conceptual frame for this comprise
of the development arena which is described by actors and spaces.
The analysis of the development arena and the understanding of
existing path's of development/trajectories and actor worlds
form the basis for outlining possible scenarios that will act as
pointers in the analysis of the potential of the concept.

The conceptual framework for considering solutions is a concept
that should have its raison d´etre in a need- and market dimension
(idea with) as well as a technical realization dimension (idea in).
Furthermore, a concept must represent a new solution with a
significant and markedly improved content compared to the existing.

","analyse the basis for and create a development arena taking the
outset in a type of product identify temporary paths of development/trajectories and
explain what creates them analyse actor worlds and use them to configure development
arenas based on existing case describe a specific development arena
and its adjacent trajectories, acstor worlds and frictions identify the frictions taking place in the development arena
and that influence on choice of concept create and evaluate the value and realizeability of
concepts prepare a basis for deciding on the selection of
concept/concepts stage design work based on scope, complexity and the required
result outline translations on the arena as a consequence of concept
selection analyse conceptual vulnerability identify the most critical factors related to the concept's
implementation on the development arena","
The course contains an introduction to the development space – the
arena – where the examined development takes place. The development
arena is introduced as a method for describing the space of actors,
social relations, technologies, institutions and artifacts, in
which a development process takes place.

The course builds on the students’ insight and skills in creative
problem solving from previous projects in the education. The course
introduces methods for concept creation which involves user
understanding, the significance of interaction between the
different sides of a product; the expanded product concept and
description of technology choice and technological platforms. A
case will be introduced so as to draft its development arena.

The course is organized as two successive sub-themes, covering
development arenas, creation of concepts for new products and
systems. For each sub-theme we will go through the theories with
examples over several sessions, followed by exercises where the
students based on various examples on applications as well as on
own contributions will discuss the methods and present them to each
other and the teachers.

The course is organized with theory teaching in the first weeks.
After that the theory is worked up from examples and themes, where
the students through project work identify the actual and relevant
development arenas and create innovative and attractive concepts.
The first two assignments result in written reports while the third
will be based on a synopsis and be reported to the teachers and
other groups with an oral presentation based on posters and
physical models. 
",42042,"
Jason Li-Ying,
Sophie Nyborg,
Claus Thorp Hansen,
Frank Ulrich"
,,,,,,,,,,,,
42071 , Product development in an organizational context,English , 5 ECTS , 2016/2017 ,E2A (Mon 13-17),MSc,DTU Management Engineering,"
With the course, we aim to prepare future designers, engineers and
managers for the way product development practice interacts with
the organization at large. We introduce students to a number of
relevant models, theories and methods that organizations use to
structure and manage their product development and innovation
efforts. More specifically, we focus on a number of modern
approaches and methods - such as agile development and user
experience design - that manufacturing companies are taking up in
order to drive their innovation efforts and overall competitiveness
and that are shaping the future of product development practice.
Furthermore, we aim to equip students with the capability to link
and use theoretical models and methods in the reality of product
development practice, a.o. by applying the theory in a case study
at a company. Students will be able to position themselves as
product developers or engineers in the context of an organization
and articulate their added value and ways of working. 
","Use models of organizational structure and product development
processes to analyze a company’s characteristics and dynamics Analyse and discuss drivers and constraints imposed on design
and innovation processes in organizations. Understand modern models and methods and how they are used to
increase competitiveness and customer value. Discuss the interrelationship between the models and tools
presented in class and how to product development happens in the
context of an organization. Formulate research questions related to the course topics that
point to how they might be further researched Evaluate organizational structure and behaviour of a company in
relation to product development practice through performing a case
study Position their value and ways of working as product developer
in relation to an organization and its business objectives. Report research work in the form of an academic
report","
The course presents key product development approaches in an
organizational context including the dilemmas organizations are
facing in their management of these processes. It particularly
focuses on the interface between organizational structure/behaviour
and product development practices. Product development is seen as
embedded in organizational processes and linked to business
strategies. This include the following themes:

- Organizational models that are used to describe organizational
structure and behaviour and their relation to product development
projects

- Change in the organizational landscape and its influence on the
way that organizations structure themselves and their innovation
efforts.

- Modern approaches and methods that organizations are taking up to
enhance their competitiveness and capability to create value for
customers.

- Reflecting on the role, limitations and value of the course
material in the reality of product development practice 
",,"
Jaap Daalhuizen"
,,,,,,,,,,,,
42081 , Staging co,English , 5 ECTS , 2016/2017 ,E1B (Thurs 13-17),MSc,DTU Management Engineering,"
The goal is to give students an overview of dialogue methods for
the involvement of actors and artefacts in the innovation
processes. The course will enable students to analyse, select,
develop and test techniques/tools for the active involvement of
practitioners in real or simulated design processes. The focus will
be on approaches such as user-driven innovation, participatory
design, participatory innovation and co-creation. The students
should reflect on the different approaches' significance with
respect to staged dialogue, the further design process and its
outcome. The course will give students a broad foundation for
involving, staging and facilitating processes in which different
actors are involved in interdisciplinary dialogue, in front-end
innovation, idea generation, synthesis and in the testing of design
solutions, performance, etc. The course will involve a number of
real world tasks and students will be expected to work in teams to
carry out co-creation activities for a range of problems. 
","Analyse and reflect on the advantages and disadvantages of
involving stakeholders in the design processes. Identify and use boundary objects in the staging of
multidisciplinary dialogues. Explain their significance in and for the involvement of
different types of participants. Explain the advantages and disadvantages of different
approaches that promote interdisciplinary collaboration. Stage processes co-creative dialogue and reflect on the
facilitator role in these. Explain benefits and drawbacks in modern methods promoting
cross disciplinary collaboration. Involve technological domain-knowledge and strategic
concerns. Stage and reflect on the use of workshop co-creation techniques
in the design process. Understand and implement theory of constraints and creativity
in the co-creation process","
The focus of the course is to analyse how to involve different
actors and artefacts in the design process, where the goal is to
create knowledge-building dialogues. We will analyze the historical
development of actor-involvement and see how this has progressed
from looking at a user as an object of study or test person to
looking at use practice and other actors as 'co-creators'.
We will examine and discuss a range of approaches to user
involvement, such as: usability, design labs, generative sessions,
video, performance, design games, and participatory innovation. 
",42042,"
Balder Onarheim,
Philip Cash"
,,,,,,,,,,,,
42084 , Engineering Systems Ergonomics,English , 5 ECTS , 2016/2017 ,F2A (Mon 13-17),MSc,DTU Management Engineering,"
Ergonomics is the scientific discipline concerned with the
understanding of interactions among humans and other elements of a
system. The goal is to apply theory, principles, data and methods
to design in order to optimize human well-being and overall system
performance. Engineering systems are socio-technical systems
characterized by technical and organizational complexity, and
complicated human-technology interactions. The course focusses on a
special class of engineering systems, namely work systems. The
overall course objective is to enable students to apply work
systems methodology and systems ergonomics in the analysis and
improvement of work systems. 
","Define and understand the elements in a work system Define system boundaries of a work system Analyze the interactions between elements in a work system Identify the current work practices in a work system Apply visual modeling of work processes and organization Identify issues and possible recommendations Justify recommendations Apply principles and methods of ergonomics to improve the
human-technology interaction Re-design work systems aimed at improving human well-being and
overall systems performance Reflect on the role as engineering systems designer from an
ergonomics perspective","
Organizational and systems ergonomics. Socio-technical systems
theory. Work systems as basic parts of socio-technical systems.
Work system concepts and frameworks. Work system performance
indicators. Work systems analysis and design. Analysis of
organizational processes. The role of objects in work systems.
Communication in work systems. Socio-technical design principles.

The course is built around a group project on a real-world work
system case. 
",42042,"
Ole Broberg"
,,,,,,,,,,,,
42085 ," Strategy, design and market",English , 5 ECTS , 2016/2017 ,E2B (Thurs 8-12),MSc,DTU Management Engineering,"
The course will enable the students to analyse the interplay
between products and their market context and develop the students’
capacity for thinking strategically about this interplay from a
design perspective. 
","List the various conceptions of the market advanced in the
course literature Describe the qualification of a product on the market Explain fundamental concepts of neo-classical and industrial
economics Explain fundamental concepts of business strategy Explain fundamental concepts of sensory branding and other
branding techniques Assess the competitive situation of a product and present it in
an easily accessible manner (poster format) Analyse the relation between a product and its market using the
theoretical perspectives of the course curriculum Discuss how product design plays into the enactment of
markets Discuss the implications of strategic pricing of a product conduct basic market analysis for a particular
product/service analyze (and develop) a viable business model for a particular
product/service","
What is a market? The students will be asked to develop an product
oriented case study that explores the many possible answers to this
question. From a design perspective, the potential demand for a
product is a matter of obvious interest. Yet, this narrow
definition ignores the multiple ways in which commodities and
technologies become not only suspended between, but also effective
upon the vast array of actors (suppliers, consumers, regulators,
producers, infrastructures, etc.) which, in a broader sense of the
word, constitute their market. The course will enable the students
to think strategically about this broader involvement as an
integral part of a design process rather than as a disconnected
afterlife of a product. The course is based on a combination of
empirical examples and a basic introduction to relevant economic,
strategic, and sociological theories and concepts. 
",,"
Jason Li-Ying,
Francesco Rosati"
,,,,,,,,,,,,
42086 , Advanced Design Methods,English , 10 ECTS , 2016/2017 ,E5 (Wed 8-17),MSc,DTU Management Engineering,"
The course aims to equip students for real world engineering design
problems where one design method is often insufficient to
adequately address a problem. The application and synthesis of a
wide range of advanced design methods prepares the student to not
only react effectively to complex changing problems but also to
effectively plan, manage and improve the overall process.

The course brings together a student’s existing and new design
knowledge in order to tackle a real world design challenge. This
will take two main forms: Synthesising and applying multiple design
methods in a cohesive process; Understanding, applying and
reflecting on advanced design methods in the context of a real
world project. 
","Characterize a design method, its properties, the conditions
for its application, and its pros and cons Design the design i.e. plan, select and bring together the most
appropriate methods for a particular engineering design
problem Solve a real design problem from industry utilising a range of
methods in a cohesive process Adapt and execute a variety of advanced design methods Critically reflect on the design process, the design methods
used and their success or otherwise in practice. Use this critical reflection to improve current design projects
in the face of changing contexts and challenges i.e. identify and
solve issues as the design process progresses Apply both concept stage and detail stage design methods e.g.
TRIZ and DSM Communicate the use of, and reflection on, design methods and
process in the form of an analytical report","
This course brings together specific design methods as well as the
design process by applying them to a real world engineering design
problem.

In the beginning of the course a design brief from industry will be
presented. The students will form groups in which they will address
the brief by:

1) Designing a process utilising a range of concrete design
methods, adapted to the given problem.

2) Execute the design task by following, reflecting on and
improving the proposed process.

The students will be evaluated on their use of methods, the
process, the product, and the students’ ability to reflect on and
actively improve their working process.

In order to support this, the students are taught a range of
advanced design methods for each of the phases in the product
development process. Furthermore, the students are taught how to
fit the methods together into an appropriate process flow and
critically reflect on and improve both the methods and the overall
process.

The main prerequisite for this course is having read and being
familiar with:

Nigel Cross (2008) Engineering Design Methods: Strategies for
Product Design, Wiley, fourth edition. 
","41071,42031,42075,41612,41031,42612,42041,41603,42061,42603,42071","
Philip Cash"
,,,,,,,,,,,,
42090 , Holistic design of engineering systems,English , 10 ECTS , 2016/2017 ,F5 (Wed 8-17),MSc,DTU Management Engineering,"
This course applies interdisciplinary engineering design and
systems engineering principles to the design and re-design of
socio-technical systems. The course emphasises systems thinking,
systems analysis, systems architecture and systems design to
address technical, social, organisational, and policy requirements.
The socio-technical systems in focus are manifold and may range
from a hospital ward, inter-company collaborations, eldercare, to
examples such as major infrastructure investments (e.g. multimodal
transportation networks), energy generation and distribution
systems, or integrated aerospace systems. As part of the course,
the students will design/re-design a socio-technical engineering
system. 
","Analyse socio-technical engineering systems and select relevant
perspectives Define and model socio-technical engineering systems Articulate multi-dimensional requirements of engineering
systems Perform analyses to identify requirement conflicts and define
possible design solutions Synthesise design ideas and concepts Analyse and re-design existing systems in order to optimise and
improve selected attributes Understand the practical, complex execution of system-level
design processes and the students own role within these
processes Deliver and communicate design solutions Argue for the application of the design solution within
context Give reflected criticism of others' design processes and
results Work within a team during design and define own team
role","
Project work focuses on the development of a socio-technical
engineering system. This includes technical, service,
organisational, process and policy aspects and overall system
integration.

The project should cover one or more of the following aspects:

- system-oriented analysis of the current state

- definition of requirements from a technical, service,
organisational and policy perspective

- interdisciplinary design and product development processes
initiated according to an enterprise or client's strategies and
objectives, using the clients knowledge and competencies

- exploration of design alternatives based on advanced domain
knowledge

- simulation or pilot implementation of proposed design solution 
","41071,42061,41628,42071","
Anja Maier,
Josef Oehmen"
,,,,,,,,,,,,
42101 , Introduction to Operations Research,Danish , 5 ECTS , 2016/2017 ,E2A (Mon 13-17)  or  F2A (Mon 13-17),BSc,DTU Management Engineering,"
Operations research (OR) is about applying mathematical models to
help decision makers. The course aims to give a general orientation
about OR methods, enabling students to evaluate the possibility of
using OR in a given problem setting, and to lay a firm foundation
for further studies. Also, the course aims to enable students to
use some OR methods on decision problems; optimization of linear
models (Linear Programming) is emphasized. The course yields a
useful background for working with mathematical models in most
areas of engineering science. 
","formulate LP models solve LP models with Simplex apply the fundamental insight and know revised Simplex relate primal and dual problems, and perform sensitivity
analysis apply dual Simplex, upper bounds, and parametric
programming formulate and solve transportation and assignment problems formulate and solve problems using dynamic programming formulate and solve two person zero sum games analyze queueing models anvende en LP-løser","
Linear programming: model formulation, the Simplex method, theory,
duality, sensitivity analysis, and other algorithms. The
transportation problem: model formulation and solution. The
assignment problem. Dynamic programming. Game theory. Queueing
models: theory and applications. 
",,"
David Pisinger,
Stefan Røpke"
,,,,,,,,,,,,
42104 , Introduction to Financial Engineering,English , 5 ECTS , 2016/2017 ,E5B (Wed 13-17),MSc,DTU Management Engineering,"
The course gives the student a thorough introduction to financial
theory, financial markets and products. Besides theoretical
teaching, students will be introduced to practical problems faced
by Financial Engineers through a number of real world case studies.
The course will prepare the student to take other financial courses
in the financial engineering focus area. The students who intend to
specialize as financial engineering should take this course early
in their master program. 
","Explain the working and role and different assets traded in
financial markets. Use of Matlab to analyze financial data. Understand the basic theory of fixed income markets. Understand the ideas behind diversification and modern
portfolio theory. Understand Capital Asset Pricing Model (CAPM). Explain different roles of a financial engineer in the
financial markets. Analyzing basic statistical properties of financial data Performance Analysis","
Introduction to Financial markets and products, Basics of
mathematical finance, portfolio analysis, Basic theories of fixed
income products, Matlab. 
",None,"
Kourosh Marjani Rasmussen,
Omri Ross"
,,,,,,,,,,,,
42105 , Financial Products,English , 5 ECTS , 2016/2017 ,F3A (Tues 8-12),MSc,DTU Management Engineering,"
To introduce different actors of the financial market and to
describe and analyse the financial products that they offer.
Participants get a

broad and thorough introduction to a whole range of financial

products, both simple (plain-vanilla assets such as bonds and
stocks) and more complex (exotic) instruments (Asian options etc).
The participants will become able to understand the structure and
ingredients behind the different financial products. Furthermore,
the pricing of each of these instruments (both theoretical prices
and found using specialized software) will also be a topic of the
course. 
","Describe the working of the financial market and its role in
the economy. Analyse bonds and stocks and their related key numbers. Compute prices for both simple and more complex financial
derivatives. Calculate theoretical prices for interest rate and credit
derivatives and describe how they are used as risk management
instruments. Calculate theoretical prices for callable bonds and describe
their role in the mortgage market. Describe and analyse the energy market and its relation to the
financial market. Describe and analyse commodity products. Use software for calculation of prices for financial
products","
The financial market, term structure theory, forward contracts,
options, bond analysis, futures, swaps, exotic options, interest
rate options, credit derivatives, commodity products, the energy
market and callable bonds.

Software:

VBA/Excel, the participants will moreover be given a free
time-limited license of FinE (www.fineanalytics.com). 
",None,"
Claus Madsen"
,,,,,,,,,,,,
