COURSE NUMBER,COURSE NAME,LANGUAGE OF INSTRUCTION,CREDIT LOAD,YEAR,SCHEDULE,COURSE TYPE,DEPARTMENT,GENERAL COURSE OBJECTIVES,LEARNING OBJECTIVES,CONTENT,RECOMMENDED PREREQUISITES,COURSE RESPONSIBLE
,,,,,,,,,,,,
28022 , Unit Operations of Chemical Engineering and Biotechnology,Danish , 12.5 ECTS , 2016/2017 ,"F1 (Mon 8-12, Thurs 13-17) and June  or  E1 (Mon 8-12, Thurs 13-17) and January",BEng,Department of Chemical Engineering,"
The aim of the course is to give an introduction to chemical
engineering concepts that are used in the chemical,
biotechnological, and the pharmaceutical industry. This
introductory course will make the student able to calculate energy
transfer in systems with pumps and in pipes.

Understand the fundamental principles behind a number of important
types of chemical process equipment, and to get a general knowledge
of such equipment.

Make quantitative calculations to design process equipment, and to
predict performance and capacity of existing equipment when
operating conditions are changed.

Get a better understanding of the basic features for a number of
important chemical engineering operations through experimental
exercises. 
","describe the operating principle of certain types of process
equipment explain how process equipment relies on fundamental physical
and thermodynamic laws plan small scale experiments with large scale dimensioning in
mind find process and product data in Danish and foreign-language
litterature suggest suitable types of process equipment for a given
task make quantitative process calculations write a technical report organize group work","
Absorption- and destillation columns, humidity, drying, extraction,
liquid- and gas flow, pumps, filtration, stirring, sedimentation,
heat transfer. 
","28018,28019,01907,01906,28016,28322","
Philip Loldrup Fosbøl,
Søren Kiil,
Jakob Munkholt Christensen"
,,,,,,,,,,,,
28025 , Bio Process Technology,Danish , 5 ECTS , 2016/2017 ,F3A (Tues 8-12),BSc,Department of Chemical Engineering,"
The aim of this course is to give an introduction to the principles
of bioprocess engineering in a way that is accesible to biological
scientists. The material presented in this course is suited to
teach undergraduate students with diverse backgrounds in biology,
chemistry and medical science. The lectures are organised around
broad engineering subdisciplines such as mass and energy balances,
fluid dynamics, transport phenomena and reaction theory. The
students will after the course be able to work with the description
of an engineering problem and be able to solve the problem by using
the given information (e.g. in literature). They will be familiar
with the fundamental principles behind a number of important types
of process equipment and to get a general knowledge of such
equipment. They will be able to make quantitative calculations to
design process equipment and to predict performance and capacity of
existing equipment when the operating conditions are changed. 
","Describe the basic principles of fermentation Explain the basic principles of biocatalytic reactions Descirbe the basic principles of downstreamprocessing Set up and solve mass and energy balances for chemical and
biological processes Set up and solve transient mass balances for chemical and
biological processes Apply the mechanical energy balance to calculate the exchange
of energy in pumps and other process equipment Calculate the friction pressure drop due to flow in pipes,
fittings and fixed beds Design frequently encountered process equipment such as
filters, heat exchangers and reactors Solve chemical engineering problems and formulate the
calculation methods Describethe basic concepts of reactors and reactions Evaluate the unit operations applied in chemical and
biochemical engineering Set up the basic energy balances in bioprocesses","
This compact course will be taught in one semester and focuses at
the basic principles of chemical process engineering applied to
examples from chemical and biochemical engineering and medicine
techniques.

It covers the systematic mass and energy balances for chemical and
biochemical processes with and without chemical reactions. A number
of typical problems from industrial biochemical processes serve as
examples. The intention is to illustrate practical applications and
to form a background for understanding of the quantitative methods
described in the course.

Flow: The mechanical energy balance, flow of gases and liquids,
calculation of friction losses in pipe systems. Pumps and design of
pipe systems. Filtration and sedimentation processes.

Heat transfer: Heat transfer by conduction, convection and
condensation.

Design of heat exchangers.

Mass transfer: Differential mass balances, diffusion, rate
dependent mass transfer operations. 
",None,"
Ulrich Krühne"
,,,,,,,,,,,,
28121 , Chemical Unit Operations Laboratory,Danish , 5 ECTS , 2016/2017 ,Fall  or  Spring,BSc,Department of Chemical Engineering,"
To show the possibilities and limitations of the theory and achieve
practical experience and improved understanding of the processes.
This is performed by experiments in semitechnical and technical
scale with process equipment, which is used in the chemical,
biochemical and pharmaceutical industry. 
","Apply theory on practical experimental problems. Analyse results and formulate conclusions concerning the
quality and applicability of the results and to draw consequences
for the process operation, plant design and functionality of the
components. Operate process units incl. data acquisition systems and
measuring equipment in pilot scale size. Explain the design of processes. Recognize technical components on real life plants. Identify and explain practical tasks concerning sampling and
measuring techniques. Make a report on an experimental job in an organized way, which
make it easy to read and understand calculations and
conclusions. -","
Perform and report on 4 exercises within the following areas: Gas
and liquid flow in pumps, pipes and fittings, flow through particle
beds, flow of bulk solids, agitation and aeration, heat
transmission, distillation, absorption, ion exchnage, extraction,
filtration, membrane separation, centrifugation, drying,
evaporation, crystallization, organic synthesis, high temperature
technology and CIP processes.

In the report special focus on the engineering evaluation of the
results. 
","28020,28022","
Philip Loldrup Fosbøl,
Ivan Hundebøl,
Lars Georg Kiørboe"
,,,,,,,,,,,,
28122 , Chemical Unit Operations Laboratory ,English , 5 ECTS , 2016/2017 ,July,BSc,Department of Chemical Engineering,"
To show the possibilities and limitations of the theory and achieve
practical experience and improved understanding of the processes.
This is performed by experiments in semitechnical and technical
scale with process equipment, which is used in the chemical,
biochemical and pharmaceutical indústry. 
","Apply theory on practical experimental problems Analyse results and formulate conclusions concerning the
quality and applicability of the results and to draw consequences
for the process operation, plant design and functionality of the
components. Operate process units incl. data acquisition systems and
measuring equipment in pilot scale size. Explain the design of processes. Recognize technical components on real life plants. Identify and explain practical tasks concerning sampling and
measuring techniques make a report on an experimental job in an organized way, which
make it easy to read and understand calculations on
conclusions -","
In groups of two perform and report on 4 exercises within the
following areas: Flow in pumps, pipes and fittings, flow through
particle beds, heat transmission, distillation, absorption,
extraction, filtration, membrane filtration, centrifugation,
drying, ion exchange, evaporation/​crystallization, agitation,
aeration, high temperature processes, organic synthesis, solid
transport and separation, CIP-processes.

The course is identical to course 28121 and 28125. 
","28020,28022","
Lars Georg Kiørboe,
Anna Eliasson Lantz,
Ivan Hundebøl"
,,,,,,,,,,,,
28123 , Laboratory in Chemical/Biochemical Engineering ,English , 8 ECTS , 2016/2017 ,July,BSc,Department of Chemical Engineering,"
To show the possibilities and limitations of the theory and achieve
practical experience and improved understanding of the processes.
This is performed by experiments in semitechnical and technical
scale with process equipment, which is used in the chemical,
biochemical and pharmaceutical industry. 
","Apply theory in practical experimental problems Analyse results and formulate conclusions concerning the
quality and applicability of the results and to draw consequences
for the process operation, plant design and functionality of the
components Operate process units incl. data acquisition systems and
measuring equipment in pilot scale size Explain the design of processes Recognize technical components on real life plants Identify and explain practical tasks concerning sampling and
measuring techniques Make a report on an experimental job in an organized way, which
make it easy to read and understand calculations on
conclusions - - - - -","
In groups of two perform and report on 7 exercises within the
following areas: Flow in pumps, pipes and fittings, flow through
particle beds, heat transmission, distillation, absorption,
extraction, filtration, membrane filtration, centrifugation,
drying, evaporation/​crystallization, agitation, aeration, fixed
bed reactor, solids transport and separation, high temperature
processes, organic synthesis, CIP-processes and process control.

Oral presentation of a cultural/​historic/​practical subject with
reference to Denmark 
","28020,28022","
Lars Georg Kiørboe,
Anna Eliasson Lantz,
Ivan Hundebøl"
,,,,,,,,,,,,
28124 , Summer course in chemical process and plant design,English , 2 ECTS , 2016/2017 ,Outside schedule structure,BSc,Department of Chemical Engineering,"
To use the experience and results from the 4 week international
summer course 28123 to make a conceptual design of a certain
process and a full scale plant. The solution shall include major
chemical engineering aspects and constitute a holistic entity. 
","Apply experimental results in scaling up of a process and
plant Identify conditions for process steps related to the main
operation in order to get a full production process Identify important plant design details in a proposal for a
full scale construction Describe a complete process by making a PI diagram, also
identifying components needed for continuous plant operation and
safety Select types of instruments, pumps, valves etc and construction
materials of all components for a selected chemical process Calculate capacities, operating parameters, component sizes and
utility quantities for a complete process Orally present the entire technical solution in a condensed
power point show and discuss and defend the details in a mixed
audience. Identify and understand complete production processes based
upon a single step","
In groups of two the students will have one assignment demanding
them to use previous pilot plant results to conceptually design a
full size process. The results are presented orally for all
participants in the course. 
",28123,"
Kaj Thomsen"
,,,,,,,,,,,,
28125 , Chemical Unit Operations Laboratory,Danish , 5 ECTS , 2016/2017 ,January,BSc,Department of Chemical Engineering,"
To show the possibilities and limitations of the theory and achieve
practical experience and improved understanding of the processes.
This is performed by experiments in semitechnical and technical
scale with process equipment, which is used in the chemical,
biochemical and pharmaceutical industry. 
","Apply theory on practical experimental problems. Analyse results and formulate conclusions concerning the
quality and applicability of the results and to draw consequences
for the process operation, plant design and functionality of the
components. Operate process units incl. data acquisition systems and
measuring equipment in pilot scale size. Explain the design of processes. Recognize technical components on real life plants. Identify and explain practical tasks concerning sampling and
measuring techniques. Make a report based on experimental data in an organized way,
which makes it easy to read and understand calculations and
conclusions. -","
Perform and report on 4 exercises within the following areas: Gas
and liquid flow in pumps, pipes and fittings, flow through particle
beds, flow of bulk solids, agitation and aeration, heat
transmission, distillation, absorption, ion exchnage, extraction,
filtration, membrane separation, centrifugation, drying,
evaporation, crystallization, organic synthesis, high temperature
technology and CIP-processes.

In the report special focus is on the engineering evaluation of the
results. 
","28020,28022","
Lars Georg Kiørboe,
Anna Eliasson Lantz,
Ivan Hundebøl"
,,,,,,,,,,,,
28140 , Introduction to Chemical Reaction Engineering,English , 5 ECTS , 2016/2017 ,E5A (Wed 8-12),BSc,Department of Chemical Engineering,"
To give the student basic knowledge of the coupling between
chemical kinetics and the design of chemical reactors. The student
will be able to design and optimize chemical and biochemical
reactors. It is further the purpose to give knowledge of the most
important reactors for homogeneous, heterogeneous and biochemical
reactors and their use in the industry. 
","Explain the difference between rate expressions for elementary
reactions and non-elementary reactions, and write down the rate
expression for elementary reactions Explain the principles of the ideal reactor models: plug flow
reactor, continuously stirred tank reactor, ideally stirred batch
reactor Set up and solve mathematical models for the ideal reactors
under isothermal conditions for a single reaction, for multiple
reactions Set up and solve mole balances for other reacting systems than
the three ideal reactor types Set up and solvemass balances for bio-reactors Set up the energy balance for reacting systems for single and
multiple reactions with and without cooling Calculate the equilibrium conversions for multiple reactions
for isothermal and non-isothermal reactions Explain how multiple steady states occur in stirred
reactors Design reactors for optimum and safe operation Set up and solve mathematical models for diffusion and reaction
in porous catalyst pellets and calculate the effectiveness factor
for a 1st order reaction Design optimal reactor konfiguration for reactor
chains","
The course treats: Gas- and liquid phase reactions in ideal
reactors, including reactor chains and recirculation reactors.
Catalytic reactions in combination with physical transport inside
catalyst pellets. Bioreaction kinetics and reactors. Multiple
reactions and choice of reactor type and proces conditions for
optimal production. Coupling of the energy and mass balance for
reactors.

The exercises illustrate mainly the applications within chemical,
biochemical and pharmaceutical production and environmental
technology. 
","28160,28020","
Anker Degn Jensen"
,,,,,,,,,,,,
28150 , Introduction to Process Control,English , 5 ECTS , 2016/2017 ,E2A (Mon 13-17),BSc,Department of Chemical Engineering,"
The overall aim is to provide the students an understanding of:

- process dynamics

- the operation and application of simple feedforward and feedback
control

- how measurements and actuators can be connected in a process
plant

The course should thus provide the student the ability to design
single input - single output (SISO) control systems for chemical
and biotechnical processes with continuous and batchwise operation.

","Linearise a non-linear system of differential equations Solve linear differential equations using Laplace
transforms Convert a system of differential equations to transfer function
and state-space notation Represent a system as a block diagram Design and tune a feedback controller Design and tune a feedforward controller Evaluate the stability of a system Simulate a system in Matlab/Simulink - - - -","
basic modelling principles - model linearisation - Laplace
transform - transfer functions - state space models - process
dynamics - feedback control - PID controller (design and tuning) -
frequency response analysis - feedforward control - ratio control -
cascade control 
","28160,28020,28260,28864,28861,28120","
Krist Gernaey"
,,,,,,,,,,,,
28157 , Process Design,Danish , 5 ECTS , 2016/2017 ,E4A (Tues 13-17) and F5A (Wed 8-12),BEng,Department of Chemical Engineering,"
The purpose of the course is to enable the student to handle
relatively complicated process development tasks in the chemical,
biochemical, pharmaceutical and food industries. The course
simulates work situations that occur in engineering practice. The
course builds on experience and knowledge gained by the student in
the earlier part of the study and from practical work placement.
The course prepares the student to work as an engineer with process
design and development. 
","Carry out project work in groups and identify and divide large
process design projects which at first glance may appear impossible
into smaller, manageable tasks. Write project reports. Possess an engineering consciousness and responsibility in
problem solving and apply engineering, chemical, physical and
mathematical principles to the design of chemical processes. Develop, optimize, evaluate and design processes taking into
account economic, environmental and safety factors Observe and identify problem situations and subsequently define
a problem solution. Select and develop an optimal process concept based on the
problem requirements and quantitative arguments. Create flowsheets for chemical processes, both conceptually and
using appropriate software. Explain design principles and operation of the important unit
operations in a process Select and design the unit operations in a process Use a commercial process simulator (PRO/II) to solve process
design problems","
Learning methods for development, flowsheeting and design of
chemical and biochemical processes with regard to technical,
economic and environmental criteria. These methods will be
demonstrated through 3 project reports. 
","28022,28341,28012,28322,28342,28321","
Xiaodong Liang,
Ioannis V. Skiadas"
,,,,,,,,,,,,
28160 , Mathematical models in chemical engineering,Danish , 5 ECTS , 2016/2017 ,F2B (Thurs 8-12),BSc,Department of Chemical Engineering,"
To enable the students to formulate and solve mathematical models
for chemical systems such as they occur in chemical and
biotechnological process equipment. 
","Draw a simple figure of a chemical engineering system based on
the available description, and point out important simplifying
assumptions, including the proper system boundaries. Decide if a process is stationary or non-stationary, and decide
if concentrations, temperature and pressure vary internally in the
system, all in consideration of the simplifying assumptions. Choose dependent and independent variables for model set-up and
decide if a differential or an integral control volume has to be
used, choose shape of control volume based on system geometry, and
distinguish between system and control volume. Account for the four different terms in mass and energy (heat)
balances for the control volume and state which processes in the
system contribute to each of those terms. Formulate mass and heat balances for both differential and
integral control volumes, and use expressions for transport
processes, be it in the form of convective contributions or as flux
expressions. Convert balances (in different geometries) to differential
equations, and specify boundary and/or initial conditions based on
the system description. Formulate mathematical expressions for system characterizing
quantities defined verbally. Transform a raw model to dimensionless form by normalizing
variables and variable expressions, and afterwards explain and
interpret the appearing dimensionless parameters in relation to
system behavior. Examine concurrently with the modeling process if a model is
clearly in error. Use mathematical methods from the prerequisite mathematics
course and technical aids of own choice to solve differential
equation models, including the use of Bessel functions as
intermediate quantities. Analyze, explain and predict the behavior of modeled systems,
including defining steady states and examining those for
stability. Do all of the above on simple partial differential equation
models, including using the separation of variables method and
basic results of Sturm-Liouville theory to express solutions in
series form.","
A mathematical model is a set of equations describing the behaviour
of a real system, and how the behaviour may be influenced by
external stimuli. A mathematical model enables the engineer to
design a process, to optimize designs, and to control the resulting
working process.

The formulation of a mathematical model is based on the following
principal elements: Conservation of mass and energy, known
relations between transport rates and physico-chemical conditions
(flow, diffusion, conduction, mass and heat transfer), and
knowledge about the concentration and temperature dependence of the
rates of the involved chemical reactions.

Based on examples the course covers

- choice of control volume,

- steady and non-steady state differential mass and energy
balances,

- formulation of boundary conditions through balance equations,

- fluxes,

- transport through variable control volume surfaces,

- linearization and stability

with the intent of exploring the interaction between different
transport mechanisms as well as between chemical reaction and
transport of mass and heat. 
","28160,28020,01009,01005,01035,01025,28120","
Stig Wedel"
,,,,,,,,,,,,
28182 , Engineering Trainee,Danish , 30 ECTS , 2016/2017 ,Spring and June  or  Fall and January,BEng,Department of Chemical Engineering,"
Through 20 weeks of full time work in a chemical or biochemical
firm or a public institution to give the student one or more of the
following qualifications: 1) - practical experience with chemical
or biochemical analytical techniques, development of new analytical
methods, - practical experience with chemical product and process
development, - practical experience with chemical plants in pilot
or production scale - their function and maintainance, - practical
experience with public control of the chemical and biotechnological
industries, 2) understanding of financial, social, environmental
and working environmental problems in the chemical and biochemical
world, 3) insight into the social and administrative environment of
a firm or an institution (communication and co-operation of staff
members at different levels, rules and administrative routines
etc.) 4) experience with presenting work results in reports of
varying degrees of detail. 
","Relate to work of engineering relevance in a company. Work with economical, social, or environmental issues in
practical situations. Present results orally. Report results in a technical report. Provide an overview of the pertinent companys products and ways
of working. Work in a team. Work on a large project in an exteneded period of time. Establish contacts to industrial companies.","
Through discussions between the firm/institution, student(s) and
possibly the responsible department at DTU (i.e. the department
where the supervisor belongs) one or two suitable projects are
defined. Apart from reporting the project work, the students
prepare a report, consisting of a general description of the
firm/institution or part(s) thereof. A maximum of 2 students may
work together in each firm (institution). 
",None,"
Søren Kiil"
,,,,,,,,,,,,
28212 , Polymer Chemistry,English , 5 ECTS , 2016/2017 ,F4A (Tues 13-17),MSc,Department of Chemical Engineering,"
The superior goals of the course is to make the students familiar
with preparation methods for synthetic polymers including
mechanisms, kinetics, modification of polymers by chemical
reactions, and polymer degradation. Furthermore, the students
should be able to evaluate the proper analytical tools for
characterization of the synthesized polymers and their properties. 
","Describe the most important processes in a radical
polymerization (initiation, propagation, chain transfer, and
termination) Perform kinetic calculations for radical polymerization both
homo- and copolymerization Give an account of the differences between conventional radical
polymerization and the controlled radical polymerization
techniques, Atom Transfer and Nitroxide mediated Interpret amorphous and semi-crystalline polymers’ thermal
transitions, glass transition and crystalline melting point, and
relate these to the polymers’ structure and properties Predict the application of polymer analyses performed by size
exclusion chromatography (SEC), FTIR, NMR, differential scanning
calorimetric (DSC), and thermogravimetric analysis (TGA) for
selected polymers and evaluate the results Distinguish between and be able to calculate different
molecular weight distributions and their influence on
polymerization kinetics, mechanism and properties of the
polymers Identify necessary monomers and suitable, imperative
polymerization techniques to produce selected polymers Describe condensation and ring-opening polymerizations and
evaluate the most prominent polymer classes, the polyesters,
polamides and polyethers Estimate the assumptions and possibilities for application of
anionic, cationic, Ziegler-Natta, metallocene, and metathesis
polymerization Give an account of the preparation of polyurethanes,
polysiloxanes and polyimides Identify special polymerization conditions for the
thermosetting polymer systems Predict the possibilities for preparation of new functional
polymers by reactions onto existing polymers including application
of CuAAC and thiol-ene chemistry.","
Polymer reactions including step-reactions, free radical (incl.
controlled) and ion initiated chain reactions, are thoroughly
deduced. Special emphasis will be given to the understanding of
reaction parameters important in the control of rate of
polymerization, molecular weight distributions, and the structural
composition like branching, cross-links and stereo-chemical
aspects. The reaction mechanisms associated with the different
polymerization reactions will be profoundly treated. 
","26410,26411","
Anders Egede Daugaard"
,,,,,,,,,,,,
28213 , Polymer Technology,English , 5 ECTS , 2016/2017 ,E3A (Tues 8-12),MSc,Department of Chemical Engineering,"
To enable the participants to:

* Predict the chemical and physical properties of polymers from
their chemical structure.

* Use laboratory methods for the physical and chemical
characterization of polymers. 
","Compute number- and mass average molar masses from given
distributions (Poisson, Flory, ...) Describe the statistics of polymer configurations. Describe the connection between chemical structure and
crystallinity Use the Flory-Huggins model for the thermodynamics of polymer
solutions Describe critical conditions for formation of networks
(percolation, Bethe lattice) Predict the shear modulus for polymer networks from the
crosslink density and functionality Explain experimental methods for determination of thermal
properties (glass transition ...) Model the mechanical behavior of polymer networks in large
strain Use viscoelastic models to compute the complex moduli (G'
and G'') Compute the viscosity of polymer melts as function of molar
mass and temperature","
Classification, structure and molar mass distribution of polymers.
Statistical mechanics of polymer conformations. Thermodynamics of
polymer solutions and mixtures, phase equilibria (Flory Huggins
theory). Measurements of molar mass. Solid state properties, glass
transition, crystallinity. Viscoelasticity, time-temperature
superposition. Rubbers and gels. Polymer degradation, additives
blends, nanocomposites. 
","26400,26222","
Ole Hassager,
Anne Ladegaard Skov"
,,,,,,,,,,,,
28214 , Polymer Synthesis and Characterization,English , 5 ECTS , 2016/2017 ,June,MSc,Department of Chemical Engineering,"
To practice experimental techniques applied in common
polymerization methods such as suspension, emulsion, controlled
free radical or ring opening polymerization and to achieve
practical experience in characterization of polymers both
chemically and physically. 
","Construct standard polymerization setups on a laboratory
scale Account for the use of inhibitors in monomers and perform
purification of monomers Perform suspension, emulsion, controlled free radical or ring
opening polymerizations. Conduct kinetic studies of the selected polymerization
technique and apply this to obtain a desired product. Apply and describe the principles behind standard purification
techniques applied in polymer science. Characterize polymers chemically by SEC, FT-IR, NMR and prove
the structure of the product based on these techniques. Perform analysis and relate these to the physical properties of
polymers by DSC, TGA and Rheology. Combine theory and experimental work to propose new systems and
new polymers. Discuss and present state of the art literature on a specific
polymer- ization method. Reflect over the performed experiments and document this in a
scientific manner.","
Synthesis of either linear or block copolymers in the laboratory by
the most common techniques. Purification of polymers by simple unit
operations. Analysis of prepared polymers by SEC, FT-IR, NMR, DSC,
TGA and Rheology. Structure elucidation based on the performed
analyses. Documentation and reporting of experiments in a
scientific manner. 
","28212,28213","
Anders Egede Daugaard"
,,,,,,,,,,,,
