COURSE NUMBER,COURSE NAME,LANGUAGE OF INSTRUCTION,CREDIT LOAD,YEAR,SCHEDULE,COURSE TYPE,DEPARTMENT,GENERAL COURSE OBJECTIVES,LEARNING OBJECTIVES,CONTENT,RECOMMENDED PREREQUISITES,COURSE RESPONSIBLE
,,,,,,,,,,,,
62009 , Product Development 1 ,Danish , 5 ECTS , 2016/2017 ,E3A (Tues 8-12),BEng,DTU Diplom,"
Concept:

The word materials covers the metals, plastics and ceramic
materials used in modern industrial manufacturing.

Aim:

The student gains knowledge of the connection between the influence
the choice of materials has on the construction, the manufacturing
process and durability and environmental impact in relation to
traditionally manufactured products.

The student gains knowledge of the above mentioned materials’
mechanical properties through mathematical calculations with the
aim to allocate and specify choice of materials in a given
assignment based on a technical assessment of the product life
cycle and product usage, life span, areas of use and maintenance. 
","Have knowledge of the mechanical properties of metallic
materials and their use. Have knowledge of the mechanical properties of ceramic
materials and their use. Have knowledge of the mechanical properties of selected
plastics materials and their use Choose coating and surface treatment of metal, plastics
materials, ceramics and glass based on their uses Make physical calculations on the properties of materials, for
instance breaking strength, expansion, density etc. Use knowledge of corrosion of metals, including galvanic
corrosion and corrosion protection Make choices of material in connection with product
specification. Specify choice of materials considering life span and
environmental impact. Understand a phase diagram Make a critical evaluation of suggested choice of
material. Contribute with relevant knowledge and information search in a
product development team Advice customers about materials in relation to use and
durability.","
Materials science 
",None,"
Steen Mandsfelt Eriksen"
,,,,,,,,,,,,
62012 , PI,Danish , 5 ECTS , 2016/2017 ,January,BEng,DTU Diplom,"
The student must generally, based on methodological and analytical
basis, be able to demonstrate the ability to identify, describe and
communicate a practical and complex problem solving. Through
theoretical and practical project work, the student shall acquire
knowledge and be able to use basic project management tools with a
focus on time management. In addition, the student should be able
to handle complex problems, using data collection tools in
practice, critical and analytical evaluation of data, as well as
basic skills in report writing 
","x Illustrate/formulate and delimit the problem within the chosen
field. Use theories, methods and models for the solution of a
practical problem. Plan, structure and reflect on project/group work. Present an individual data collection, process the collected
data and make a critical analysis Select and give reasons for choice of solutions. x x","
x 
",62015,"
Steen Mandsfelt Eriksen"
,,,,,,,,,,,,
62013 , Interactive Websites,Danish , 5 ECTS , 2016/2017 ,"Spring ,  Fall and F2A (Mon 13-17)",BEng,DTU Diplom,"
The objective is to be able to implement an interactive website
that uses a database to save data. Therethrough the participants
obtain a basic understanding of how interactive websites are build
and how to design and use a database. 
","Analyze and specify an interactive website. Design and implement an interactive website, including
persistence of data in a database. Document and explain the choices made regarding data structures
in both code and database. Use relevant digital platforms and tools in analysis, design
and implementation of an interactive website. Understand and explain relevant security and performance
challenges in implementation and use of an interactive
website. Understand and explain basic usability aspects of the chosen
solution. Use technical terminology in both Danish and English and read
relevant technical literature in English. Structure larger assignments, alone or in teams, including
meeting time schedules and organising and planning the
work.","
HTML5, CSS3, JavaScript, PHP, Databases and SQL. 
",62005,"
Sara Grex"
,,,,,,,,,,,,
62014 , Green Entrepreneurship,Danish , 5 ECTS , 2016/2017 ,F4B (Fri 8-12),BEng,DTU Diplom,"
That the students develop an entrepreneurial mindset, understand
and are able to apply entrepreneurial methods and acquire knowledge
of different processes involved in launching a venture.

The course aims to develop the student's ability to
individually and, particularly in cooperation with others, to work
systematically to develop ideas into opportunities through testing
and prototyping. This also requires being able to balance
sustainability and technical aspects with market aspects and to
structure the process from idea to concept. 
","Demonstrate an ability to begin the realization of an
opportunity through binding collaborations with stakeholders
outside the university. Identify and name entrepreneurial methods and processes
involved in creating an idea and turning it into an opportunity
dokumentet in a business plan. Argue for actions and choices taken toward testing the idea on
potential customers. Reflect upon the development process of challenging assumptions
and beliefs. Describe and argue for choice of business model, market and
choice of product or concept in relation to the qualified
opportunity. Make realistic plans for the technological prototype
development Know CSR, general environmental impacts and the general tools
for a life cycle assessment. Argue for the sustainability of the company/product through the
use of a life cycle assesment and CSR","
Develop a green idea into a business opportunity, argument for
sustainability through a life cycle assessment and CSR
considerations, write an action oriented business plan ands in the
process use entrepreneurial methods such as: effectual
entrepreneurship, lean startup, customer development, the business
model canvas. 
",None,"
Sara Grex"
,,,,,,,,,,,,
62015 , Concept and product communication,Danish , 5 ECTS , 2016/2017 ,E4B (Fri 8-12),BEng,DTU Diplom,"
Concept and product communication is a methodology that provides
the engineering students with the necessary communicative skills in
sketching , 3D modelling and concept visualization in Rhinoceros
and relevant graphic presentation programs from Adobe.

The course is specifically tailored to the documentation and
communication levels required of an engineer working with concepts
at the interface between user needs and technological potentials. 
","To sketch two- and three-dimensionally in the idea generation
process To be able to 3D model inRhinocerosor an equivalent
program Apply the learned techniques of sketching and illustration of
solutions To be able to 3D model at a construction conceptual level for
3D printing and project handover To be able to use the Adobe suite (Photoshop, Illustrator,
In-Design) to manipulate rendering from a 3D modelling program and
paste it into a graphic presentation To be able to use the Adobe suite (Photoshop, Illustrator,
In-Design) to create a grapich præsentation of a concept, that
include a 3D rendering To be able to evaluate and select appropriate imaging and
communication techniques To analyse and identify the target audience and use it to
select the communication strategy and forms","
Introduction to the use of CAD program using Rhinoceros or
equivalent modelling programs.

Introduction to the programs in the Adobe suite - Photoshop,
Illustrator and In-Design.

The course consists of a series of exercises based on short
lectures and introductions.

The course provides basic introduction to these programs. Please
allow for some practical hands-on work to achieve exercise
programs. This is supported by a weekly ""CAD cafe"" on a
voluntary basis with exercises under the guidance of the student.
An midt-way projekt submission is mandatory. 
",None,"
Villads Keiding"
,,,,,,,,,,,,
62016 , Mathematics for Design,Danish , 5 ECTS , 2016/2017 ,F4A (Tues 13-17),BEng,DTU Diplom,"
To provide the students with basic knowledge in engineering
mathematics to solve real-life problems through design projects,
and to construct and analyze mathematical models, as well as to
provide a foundation for further studies in modern engineering
mathematics. 
","Apply differentiation and integration to solve engineering
design problems. Use polar coordinates and parametric equations to solve
geometrical problems. Use vectors and vector-values functions to solve space motion
problems. Find lengths, areas, volumes and centers of mass of geometrical
entities, surfaces and bodies. Use difference equations to solve problems in financial
mathematics. Use CAS tools ( for example Maple) for the solution, simulation
and the graphical illustration of mathematical problems in both
exercises and design projects. Organize project work in small groups. Learn new topics in engineering mathematics through guided
projects. Write project reports containing the mathematical analysis and
the solutions of the design projects.","
Applications of derivatives to optimization problems. Applications
of definite integrals to lengths, areas, volumes, moments and
centers of mass. Infinite sequences and series, including Taylor
series. Parametric equations and polar coordinates. Vectors and the
geometry of space. Vector-valued functions and motion in space.
Difference equations and financial mathematics. Mathematical
modelling. Applications of mathematics in design projects.

Examples of design projects:

- Design your own ring.

- Design a lamp based on surfaces.

- Design a birdbath.

- Design a safe and effective dosage.

- Fibonacci sequence and the golden ratio in art. 
",01901,"
Imad Abou-Hayt"
,,,,,,,,,,,,
62018 ," Design, Users and ethics",Danish , 5 ECTS , 2016/2017 ,E4B (Fri 8-12),BEng,DTU Diplom,"
The objective of the course is to introduce Human-Centered
Innovation and Design and how Products and Technologies can be
developed in an Engineering can start from user needs.

Another objective is to introduce to the Proces & Innovation
Progamme, study techniques and teamwork.

During the course we will focus on:

- Understanding innovation as a team driven activity

- The relationship between Innovation and Design

- Introduction to qualitative user research (observation and
Interview) in order to gain understanding the needs and life world
of the users.

- Being able to turn user needs into simple sketches and prototypes
and validate them through a an iterative proces alternating between
Development and user tests

- Creating concepts taking into account user needs, situation of
use and context

- Being able to describe the user segment or type of user that the
concept targets

- Being able to create a narrative in the form of a storyboard or
other type of representation (e.g. video) that illustrates the
situation of use

- Being able to reflect on and discuss their concept in realtion to
concepts and positions of ethics 
","Define Innovation and Design as the concepts are used in the
course - and what it means to work with a human-centered
mindset Describe the process and account for and argue for choices on
the basis of the Design thinking mindset Adapt and apply qualitative methods in order to collect
qualitative data in a reflective and well argued way Analyse and reflect on findings, identify user needs and turn
them into solutions Create a simple prototype/mock up through an iterative
sketching/​prototyping-process alternating between Development and
user tests Select and characterize the target user segment and context of
use for the developed solution Demonstrate a good understanding of central positions and
concepts within the field and be able to apply them Write well set out reports that dociment, argue and reflect on
the chosen solution and discuss ethical perspectives. Apply ethical concepts and positions in a discussion of the
chosen solution Apply narratives and/or user journeys in order to communivate
user perspectives and concepts","
The objective of the course is to introduce the students to
Human-Centered Innovation/Design. User research and -tests are a
central theme.

We will also be discussing processes and how focus on the process
can improve the final result.

The cource also gives an introduction to study techniques, academic
writing and arguments.

Central for the course is a Design Thinking group project through
which the students find a user need or a problem to create a simple
prototype of a solution for.

The students have to learn to do qualitative observations and
interviews, and they have to analyse and turn findings into concept
ideas.

The concept and prototype is then developed through an iterative
proces, alternating between Development and user tests. It requires
the students to learn to make quick sketches and obtain early user
feedback.

In the last part of the semester, when the final concept is done,
the students will be introduced to a number of concepts and
positions of ethics that they have to apply in a reflection on
their solution.

The student will be required to read a fair amount of relevant
texts that they have to use in their reports

The exam will be a port folio of a number of reports written during
the course. Each report will have an equal ration of the final
mark.´

All reports must be approved by the lecturer before the next can be
submitted. After the approvel of the final report the whole
portfolio can be submitted. 
",None,"Kirsten From,Sara Grex"
,,,,,,,,,,,,
62019 , Interaction Design,Danish , 5 ECTS , 2016/2017 ,E4B (Fri 8-12),BEng,DTU Diplom,"
The overall goal is to introduce the students to Interaction
Design:

- Definition and history of Interaction Design

- What characterizes an interaction between human and computer

- Different types of interaction, interfaces, devices and controls

- Design principles for good interaction

- Design patterns - best practice

- Usability and user tests

- Design proces

The students will also be introduced to Experience Design,
emotional aspects and immersion. 
","Explain and account for what characterizes interaction between
human and computer, and the challenges it entails Demonstrate knowledge of different interaction modes, devices,
and interface types, as well as VR and AR Demonstrate a good understanding of central positions and apply
concepts from the course curriculum apply design and usability principles in a thoughtful way Apply design patterns and best practice in a thoughful way Experience design: Design an experience and account for what an
experience is and what is Means for the solution on the basis of
the curriculum. Demonstrate the ability to report in writing in a clear,
precise language where concepts and teminology are Applied
correctly, and theory, method and proces are accounted for in a
satifactory way. Use qualitative methods (interview or observation) to identify
a relevant user need in a satifactory way. Special attenteion will
be paid to thoughtfulness and reflection in the research design,
use of methods, and satisfactory analysis of findings as well as
turning findings into ideas. Be able to carry out prototyping and user tests (think aloud
protocol) where Development of prototype, test aand
reflection/learning follow each other in an iterative proces.
Special focus will be on thoughtfulness and reflection when it
comes to test design, aaplication of test methods, learning, and
turning learning into further Development of prototype. Account for context of use and the role it plays for the
user","
The goal of the course is to introduce the students to Interaction
Design - the design of 'Digital Things' and interaction via
graphical and tangible interfaces as well as VR/AR.

Design patterns and -principles, usability, user tests, different
types of devices and interactions as well as Expereince Design.

Appr. 2/3 of the course is spent on introduction to central themes,
principles and methods. Students can expect a fair deal of reading
and exercises.

Appr. the last 1/3 of the course is reserved for a group project
where the students have to go through a design proces (Design
Thinking), identify a user need, develop a concept and a prototype.
The students must submit a report with a clear argument for the
chosen solution and aaplication of the curriculum.

The course is a continuation of the course Design, Users &
Ethics (62018) and it is expected that the students use and apply
theory and methods from this course where relevant.

The exam is submission of a project report (group) and and
individual oral exam.

All reports must be approved by the lecturer before the next can be
submitted. After the approvel of the final report the whole
portfolio can be submitted. 
",None,"Kirsten From,Sara Grex"
,,,,,,,,,,,,
62022 , Data Analysis,Danish , 5 ECTS , 2016/2017 ,F5B (Wed 13-17),BEng,DTU Diplom,"
The course aims to give students an understanding of the different
types of data and how these are analyzed. This to a degree to which
the student can read and understand and adopt a critical approach
to the analysis of data. In addition, using the most common
statistical tests. This is primarily in the analysis of market data
as well as the quality of engineering projects. In addition, the
student will have knowledge of basic mathematical concepts and ways
of thinking in statistics and probability theory. 
","Can account for different kinds of datatypes and critically
consider validity problems for each. Define and use descriptive statistical fundamentals in a
concrete context Can read and understand and adopt a critical approach to the
analysis of data Use combinatorial and probabilistic concepts to solve simple
problems Define simple statistical models and their assumptions. Explain the choice of statistical model. Use a statistical model for solving a given problem. Carry out a statistical test and use a statistics program for
the analysis of data","
Data types and validity

Introduction to Survey Design

Introduction to the use of statistical software (eg. R)

Probability and Statistics:

- Descriptive statistics.

- Definition of the probability concept and calculation rules.

- Random variables and probability distributions (discrete and
continuous).

- Confidence intervals and test theory (test of mean and
""Chi-square test""). 
",None,"
Sara Grex,
Steen Mandsfelt Eriksen"
,,,,,,,,,,,,
62024 , PI Project 2 Prototype development,Danish , 5 ECTS , 2016/2017 ,June,BEng,DTU Diplom,"
The student must be able to plan and implement a prototype
development of an appropriate scale, that reflects and communicates
the level of detailing of the proposed solution. In addition, the
development process must be documented in terms of materials,
machining processes etc. 
","Have knowledge of a prototypes communication potential Have knowledge of the most used materials for prototyping /
scale models Will be able to select and justify the choice of model
technical solutions on an qualified basis Will be able to formalize a product idea in description and
drawings Will be able to describe and specify a prototypes main
characteristics Will be able to work iteratively with form and sketch
models Can prepare a prototype based on form and sketch models Can plan, organize and execute a prototype development
project Ensure that a prototype complement and support the written
projects communication Can specify and justify the choice of materials for
environmental reasons, as well as life cycle","
Development work, problem solution, material selection, production
of prototype 
",,"
Villads Keiding"
,,,,,,,,,,,,
62025 , Automating industrial processes – interfacing and implementation of robots,Danish , 5 ECTS , 2016/2017 ,E4A (Tues 13-17),BEng,DTU Diplom,"
Participants are given a practical introduction to implementation
of industrial robots in an automated process. The development
platform Arduino is used to interface industrial robots, which
makes interaction between industrial robots possible. The theory is
tested on professional robots and participants will have a basic
understanding of hardware and software, both on the Arduino and the
professional robots' own user interface. The participants will
be able to build prototypes, where industrial robots and sensors
are part of the system. The course is aimed at students without
prior programming- and electronics experience, and focuses on the
use of different robots and implementation of these, in order to
optimize a process. 
","Understand and explain the implementation of robots in a
process that traditionally is performed manually by employees of a
company. Understand pros and cons of switching tasks with robots in
conjunction with historical experience in the field. Building hardware prototypes using the developmentplatform
Arduino and various additional components. Get a thorough knowledge of industrial robots. Explain and document interfacing between multiple robots in the
same workflow. Programming the control of the hardware in the programming
language C using. Arduino IDE. Documentation using. UML diagrams and systems. Programming of industrial robots via there own user
interface.","
Use of robots in work processes - historically and prospectively.

The effect of the use of robots in a process.

Analog and digital sensors.

Programming Arduino in C, using. Arduino IDE.

Programming of various industrial robots via their native
interface.

Data connections between devices.

Description of a system using flowchart-, block-, state- and
sequencediagrams. 
",None,"Morten T. Egholm,Torben Knudby"
,,,,,,,,,,,,
62033 , Technology and Marketing,Danish , 5 ECTS , 2016/2017 ,E4A (Tues 13-17),BEng,DTU Diplom,"
x 
","Describe the effects of technological production processes on
existing markets Identify innovation types and their relation to technology life
cycles Analyze appropriate marketing strategies for a given
product Understand new manufacturing processes and their impact on
product potential Identify disruptive innovations and market forces Explain the rationale behind marketing strategy choice Apply knowledge about relevant technology stages in different
context Relate innovation demand to relevant technologies Be able to choose appropriate marketing strategies and tactics
for a given task","
Technological innovation and marketing 
",62012,"
Steen Mandsfelt Eriksen"
,,,,,,,,,,,,
62035 , Product development 3 ,Danish , 10 ECTS , 2016/2017 ,E1A (Mon 8-12)  or  E2A (Mon 13-17),BEng,DTU Diplom,"
In this course the word product development, describes physical,
virtual, interaction or service-based creations.

It’s the objective with the course that the student obtains
knowledge of a product development process through practical
training of all relevant sub-processes.

The student should also gain an understanding of the importance and
relevance of each sub-processes and their dependence of each other,
in the order that ensure progress in the overall product
development process.

That the student understands the link between the different
disciplines involved in the product development process, by working
interdisciplinary with relevant professions, in order to work as a
project leader. 
","Can describe the background for product development in a
business context. Can describe the different phases for a traditional product
development process. Will be able to identify which professions a certain product
development process requires. Demonstrate knowledge about the scale and length of a specific
product development process. Will be able to source and select potential suppliers. Can initiate and lead a product development process. Will be able to advice a Customer qualified regarding choice of
supplier, taking into account financial and security of
supply. Will be able to advice a customer regarding international
supplier agreements. Can specify, describe and report a product development
process. -","
Product development, Interaction Design, product analyzes,
specification, sourcing, quotations and agreements. 
","62009,62008","
Steen Mandsfelt Eriksen"
,,,,,,,,,,,,
62036 , PI,Danish , 10 ECTS , 2016/2017 ,E2B (Thurs 8-12) and E1B (Thurs 13-17),BEng,DTU Diplom,"
The student must obtain knowledge of the problems and challenges of
the area health and welfare tech that provide opportunities for
development of new innovative solutions.

The student must obtain knowledge of user centered
design/innovation, in particular Design Thinking, and use that
apporach to develop a new, innovative, solution with a focus on the
patient/citizen. Also, the students must obtain skills in
performing user research, in particular qualitative interviews and
observations, performing user tests, and report writing skills. 
","Define, delimit and describe user-needs within the theme of
health and welfare Tech Analyze, discuss, and define the need for new and Development
of innovative solutions on a basis of analysis and discussion of
identified user-needs Be able to choose apply relevant theories Apply relevant knowledge from the areas of the humanities,
behavioral and technial sciences Discuss and evaluate the use of the given solution applied in a
real life context Plan, organize and reflect upon your team work in relation to
team roles and team processes Ability to write an academic report Ability Work with itterative prototyping processes. Reflect upon ethic and moral aspects related to user Display a good level of ability to apply qualitative interview
and obervation methods and analysis of findings To be able to make a qualified choice of the most promising
concept Display a good level of knowledge of typical problems and
challenges in health and welfare tech innovation - in particular
those challenges and needs that users and patients experience - but
also general societal and/or systemtic challenges","
Lectures asbout health and welfare tech.

Lectures about Design Thinking and qualitative methods and
analysis.

Lectures about user tests 
","62012,62024","Kirsten From,Sara Grex"
,,,,,,,,,,,,
62038 , User Experience Design,Danish , 10 ECTS , 2016/2017 ,E1A (Mon 8-12) and E2A (Mon 13-17),BEng,DTU Diplom,"
The goal of the course is to give the students an understanding of
UX and interaction design as a field.

The course should enable the students to - as much as possible - to
put them selves in the shoes of the user, identify needs, and turn
user insights into sketches and prototypes, which are validated
through an iterative design proces.

In this course there is a special focus on qualitative research and
test methods as well as the nature of the user experience. 
","Enable the students to apply qualitative research methods in
order to indentify user needs. Enable the students to design a digital user experience using
design principles Enable the students to carry out, document and reflect on an
iterative sketching/prototyping proces in which a user experience
is developed and user tested. Enable the students to analyze and reflect on findings and turn
them into for UX solutions Enable the students to identify and characterize the target
group for the developed solution Enable the students to demonstrate knowledge about central
people, concepts and books in UX. Enable the students to apply methods in order to analyse user
context and motivation Enable the students to document user-centered design processes
including the presentation of testresults and reflect about the
their use of methods Enable the students to demonstrate knowledge of usability and
perform usability tests Enable the students to demonstrateknowledge of what a user
experience is","
The students will develop one or more digital user experiences on
the basis of design principles that they user test and refine
iteratively.

Emphasis will be put on qualitative research of the user context
and motivation as well as methodological awareness. A special
emphasis will be put on user-centered design processes and
qualitative test methods.

Furthermore, the acquisation of knowledge of relevant central
concepts, persons and books within UX, IxD and relevant
neighbouring disciplines.

Each students must hand in 1-3 papers/assignments each of which is
a paper in it's own right AND a draft for a chapter in the
final report. The students can revise and rewrite the text that go
into the final exam paper on the basis of the feedback, that they
get.

All papers must be read and approved by the teacher before the
student can be signed up for the exam. 
",,"Kirsten From,Sara Grex"
,,,,,,,,,,,,
62039 , Industrial Design,Danish , 5 ECTS , 2016/2017 ,January,BEng,DTU Diplom,"
x 
",x x x x x x x x,"
x 
","62004,62015,62012","
Steen Mandsfelt Eriksen"
,,,,,,,,,,,,
62040 , PI Semester Project 4 Innovation in a organisational context,Danish , 10 ECTS , 2016/2017 ,F2B (Thurs 8-12) and F1B (Thurs 13-17),BEng,DTU Diplom,"
The student must obtain knowledge of problems pertaining to
urbanization in order to identify relevant opportunities for
innovation.

The student must cooperative with an organisation and use it as the
context of the development of an innovative solution. The student
mustbe able to chareacterize and describe how the developed
solution adds to the value creation of the organisation.

The student must learn to describe future scenarios using Scenario
Planning/Building methods.

The approach is user centered/ Design Thinking 
","Define, delimit and describe user-needs within the theme. Analyze, discuss, and define the need for new and Development
of innovative solutions on a basis of analysis and discussion of
identified user-needs Apply relevant theories and methods and argue for the relevancy
of these Apply relevant knowledge from the areas of the humanities,
behavioral and technial sciences Discuss and evaluate how suggested solutions can be
realized Plan, organize and reflect upon your team work in relation to
team roles and team processes Ability to write an academic report Display a good level of iterative (rapid) prototying
skills Reflect upon ethic and moral aspects related to user,
organisation and society Display a good levels of ability to characterize adn describe
the business model of the organisation","
In duration of the course there will be taught relevant theory and
business models. Also a focus on team processes, team-collaboration
and roles in the team will be reflected and be part of the repport.

","62036,62012,62024","
Sara Grex,Kirsten From"
,,,,,,,,,,,,
62042 , Embedded Technologies,Danish , 10 ECTS , 2016/2017 ,F4A (Tues 13-17) and F1B (Thurs 13-17),BEng,DTU Diplom,"
To obtain the necessary theoretical and practical background for
Development of prototypes of intelligent products. The participants
must accomplish a basic, detailed understanding of the way hardware
and software interacts through the work with these two in
combination. This must qualify the participants for designing an
intelligent product. 
","Build hardware prototypes on the Arduino development platform
including additional supplementary components. Understand and explain the structure of a basic embedded
system. Understand the function and architecture of a CPU. Explain and estimate memory considerations. Explain performance challenges in embedded systems. Explain and document interfacing between input/output and
system. Program the control of hardware using C/C++. Understand, implement and document test scenarios.","
• The embedded system and its architecture

• Analog and digital sensors

• Interfacing between sensors and system

• How does the microcontroller work

• Programming the Arduino using C/C++

• Memory and performance in an embedded system

• Datacommunication between devices

• Description of a systemet using flowchart-, block- and
sequencediagramms

• Testing of an embedded system 
","62005,62023,62034","Morten Egholm,Sara Grex,Steen Mandsfelt Eriksen"
,,,,,,,,,,,,
