COURSE NUMBER,COURSE NAME,LANGUAGE OF INSTRUCTION,CREDIT LOAD,YEAR,SCHEDULE,COURSE TYPE,DEPARTMENT,GENERAL COURSE OBJECTIVES,LEARNING OBJECTIVES,CONTENT,RECOMMENDED PREREQUISITES,COURSE RESPONSIBLE
,,,,,,,,,,,,
23154 , Safety and Health Effects of Aquatic Food,English , 7.5 ECTS , 2016/2017 ,Fall,MSc,National Food Institute,"
The objective of the course is to provide the students with an
overview of both the potential hazards and the human health
benefits of aquatic food consumption. This course provides students
with key information for risk assessment, risk management (HACCP)
and risk-benefit analysis in relation to aquatic food processing,
packaging, distribution and consumption. 
","Describe basic concepts of aquatic food risk analysis. Apply the HACCP system for safety management of aquatic
food. Describe human health benefits of aquatic food
consumption. Evaluate and compare risks and human health benefits of aquatic
food consumption. Explain human health benefits of specific functional aquatic
food components. Analyse data from databases about aquatic food-borne diseases
outbreaks. Apply predictive microbiology software to evaluate microbiaal
hazards in aquatic foods. Review, analyse and present data in a synthetic
report.","
The course includes e-learning with webinars and it is important
that students have access to Internet and can be reached by e-mail.
The course will allow student to identify hazards and to discuss
how processing, distribution and consumption will influence safety
and health effects of aquatic food. Relevant biological and
chemical hazards in aquatic food are presented including pathogenic
bacteria, viruses, parasites, aquatic biotoxins, histamine/biogenic
amines and industrial and environmental contaminants. Quantitative
microbial ecology, mathematical modelling and software are included
for evaluation and management of hazards during processing and
distribution of aquatic food to the end-consumers. Functional
aquatic food components (omega-3 fatty acids, vitamin D,
proteins/peptides, taurine, selenium, iodine, chitosan,
antioxidants, polysaccharides, macro algae) and their beneficial
human health effects are presented and evaluated in relation to
regulations, health claims and risk benefit analysis. 
",None,"
Paw Dalgaard,Charlotte Jacobsen"
,,,,,,,,,,,,
23205 , Fighting Infectious Diseases,English , 5 ECTS , 2016/2017 ,E4B (Fri 8-12),MSc,National Food Institute,"
Infectious diseases are still one of the leading causes of
morbidity and mortality around the world and cause a significant
economical burden to society. Conventional strategies to fight
infectious diseases, such as the use of antibiotics, are only
partly effective and promote the spread of antibiotic resistance.
Hence, novel approaches for the prevention and treatment of
infectious disease are urgently needed.

In this course you will compare current and novel strategies to
fight infectious diseases. You will gain insight about microbial
adaptation mechanisms and how these can be identified and targeted
using traditional and cutting-edge biomedical approaches. You will
be provided with training in the critical assessment of related
scientific literature, and obtain an understanding of the
individual steps of the scientific research process. You will learn
to design new innovative solutions to fight infectious diseases.

See topics of the course content below. 
","Formulate strategies that contribute to the prevention and
control of infectious diseases Interpret results from selected experiments in the biomedical
area Assess the benefits and risks of contemporary antimicrobial
strategies on human health Evaluate state-of-the-art pathogen and antimicrobial resistance
surveillance Discuss the benefits and risks of recently proposed novel
approaches to fight infectious diseases Present and discuss scientific articles from the biomedical
area Demonstrate critical thinking, as well as give and receive
constructive feedback Propose new research questions and experiments whose findings
could facilitate the development of novel and more sustainable
strategies to fight infectious diseases","
Pathogens, Antibiotics, Antimicrobial resistance, Microbiome in
health and disease, Hygiene, MRSA, Vaccines, Effect of
antimicrobials and other interventions on the microbiome, Drug
discovery, Pathogen and antimicrobial resistance surveillance,
Next-generation sequencing and bioinformatics, Genomics (whole
genome sequencing, metagenomics, 16S rDNA community profiling),
Creativity, Microbial ecology, Biofilms, Antimicrobial treatment,
Probiotics, Bacteriophages, Antimicrobial peptides 
","27322,27026,23258,27022","
Sünje Johanna Pamp,
Frank Møller Aarestrup"
,,,,,,,,,,,,
23258 , General Medical Microbiology,English , 5 ECTS , 2016/2017 ,F1B (Thurs 13-17),MSc,National Food Institute,"
To obtain a basic knowledge of common infectious diseases caused by
bacteria, fungi, vira and parasites allowing the student to
understand pathogenic organisms, the damages they cause, and the
possibilities to treat the infections. During the course, the
student will achieve a terminology and a knowledge, which qualifies
the student to participate in medical microbiology related research
and development. 
","Indicate the connection between pathogenic microorganisms and
their symptoms. Diagnose simple infections. Give an overview of the taxonomy of pathogenic
microorganisms. Explain the virulence factors of pathogenic
microorganisms. Differentiate the action of virulence factors. Propose treatment of simple cases of infection. Propose preventive measures in simple cases of infection. Describe types of antibiotics and how they work. Describe ways of transmission of infections diseases. Develop Scientific and clinical thinking relative to microbial
pathogenesis using a practical approach. Develop innovative thinking by looking into future perspectives
of using microorganisms for biotechnological purposes.","
History of medical microbiology, Epidemiology, the normal flora;
what is an infection? mechanisms of infection. Treating infections:
The immune system, chemotherapy, prophylaxis, antibiotics,
immunization.

The most common infectious diseases (respiratory infections,
gastrointestinal, urinary tract, sexual transmitted disease
infections, etc.), the organisms that cause them (bacteria, fungi,
virus and parasites), transmission of pathogens. Diagnostics.
Bio-terrorism and biological warfare. 
","27051,27002,27008","
Lina Cavaco,
Frank Møller Aarestrup"
,,,,,,,,,,,,
23271 , Risk analysis in food safety,English , 7.5 ECTS , 2016/2017 ,Outside schedule structure,MSc,National Food Institute,"
The course provides a multi-disciplinary approach to risk analysis,
focusing on risk assessment, in food safety.

Course participant will upon completion of the course i) have broad
knowledge of how to perform chemical and microbiological risk
assessment, ii) be able to assess how different data sources can be
used to assess the risk for the consumer, iii) be able to identify
the sources of uncertainties and how these uncertainties are
integrated into or handled in risk assessments, and iv) be able to
interpret results from risk assessments with the purpose of
deciding how risks should be managed. 
","use methods for prioritizing microbiological and chemical
hazards in food construct models describing the path of hazards in the farm to
consumer chain construct mathematical models to estimate the quantitative
change of a hazard in the farm to consumer chain using mathematical models and data to estimate consumers
quantitative exposure to a microorganism when consuming a specific
food item using models and data to estimate consumers quantitative
exposure to a specific chemical substance when consuming a specific
food item utilizing dosis response curves to assess the probability that
consumers become sick given the quantitative exposure to a
foodborne hazard describe the biological mechanisms for how different
microorganisms and chemicals cause adverse health effects in
humans outline different sources of uncertainty in knowledge and how
these uncertainties is integrated in the risk assessment utilise knowledge from animal experiments in the assessment of
human health risk given expsoure to chemicals integrating the effect of natural variation in risk
assessments describe the interrelation between risk assessment and risk
management","
The course provides a multi-disciplinary approach to risk analysis
in food safety, which is widely recognised as the fundamental
methodology that should support the development of food safety
standards. It is a structured, systematic process that examines the
potential adverse health effects consequential to a hazard or
condition of a food and develops options for mitigating that risk.

Risk assessment cases from microbial and chemical food safety will
be the main focus, but risk management and decision making, risk
communication.

The students will select a case (e.g. Listeria in smoked salmon or
lead in fish) on which they will perform a (simple) risk assessment
model and identify the required data. On the basis of the risk
assessment, they will be asked to provide proposals for prevention
and control strategies including. 
",None,"
Håkan Vigre"
,,,,,,,,,,,,
23281 , Preclinical drug development,English , 5 ECTS , 2016/2017 ,Fall and E5A (Wed 8-12),MSc,National Food Institute,"
The overall purpose of this course is to provide the student with a
broad overview of and the ability to understand the various stages
of the preclinical development process. The stages from discovery
to the stage where a drug candidate is selected for clinical trials
will be covered with a main focus on the development phase. The
course will illustrate the process of developing the optimal drug
candidate by combining knowledge on pharmacological, toxicological,
translational issues, biomodelling as well as drug delivery. Focus
will be on development of small molecules as well as
biopharmaceuticals and on many cases from ‘real life’. Such
knowledge is mandatory for the candidate’s ability to interact with
other professionals in multidisciplinary project teams within
pharmaceutical companies. 
","Explain fundamental aspects of preclinical drug
development Understand requirements for entering into clinical trials Understand the principles of selected cases of pharmacological
drug screening and testing Understand the importance of early toxicity testing and the
overall requirements for preclinical toxicological testing Understand the importance and principles of translational
medicine Characterize the differential approaches and challenges of
developing small molecules as opposed to biopharmaceuticals Analyze and present a scientific paper related to drug
development Synthesize a brief report and a presentation about a specific
drug development challenge that demonstrates the above learning
objectives and act as opponent at presentations by other
students","
Drug development is a complex process requiring disciplines ranging
from early target identification and validation through safety and
efficacy testing to market launch. This course will provide the
student with an understanding of the most basic and important
aspects of this process with a focus on preclinical drug
development. Emphasis is put on pharmacology, toxicology,
translational medicine, drug delivery, biostatistical modelling
etc. The course will cover development of small molecules as well
as biopharmaceuticals and will also cover animal-free alternative
ways to predict efficacy and toxicity. Several lectures by
experienced experts from the pharmaceutical industry (Novo,
Lundbeck, LEO Pharma, Genmap) will be given covering
'real-world’ challenges in drug development. The course will
include interactive lectures, presentations by students as well as
team work on a specific drug development challenge. This work will
be presented by each group who will also act as opponent for
another group. 
",None,"
Anne Marie Vinggaard"
,,,,,,,,,,,,
23301 , Practical Chemical Food Safety,English , 5 ECTS , 2016/2017 ,January,MSc,National Food Institute,"
The objective is to give the students an introduction to assess
chemical food safety by introducing the different contaminants and
their sources, detection of contaminants, chemical risk assessment
and legislation. The course provides the basis for evaluation of
analytical data by applying quality control parameters, analytical
chemistry and statistical analysis on own data. Laboratory work for
assignment and report writing are required. 
","Apply approaches to food contaminant legislation in chemical
analysis Apply principles of risk based control Describe and consider strategies of sampling Explain the general principles and application areas of applied
analytical techniques (LC, GC, MS) Construct and apply own data for riskanalysis Discuss and apply requirements for quality assurance in
chemical food control Apply statistical analysis to chemical analytical data and
evaluate the statistical analysis as a point of food safety Discuss data from analytical reports and their use in quality
assurance Construct a report on own data that demonstrate attainment of
the learning objectives above Present and explain selected results and subjects from the
report orally","
For both, research, control and food production good valid
analytical results are very important. Practical chemical food
safety includes aspects of chemical analysis and control of
unwanted chemicals in food and add skills to e.g. food production
staff to be able to evaluate the validity of analytical data from
third parties. Sample preparation includes fat soluble as well as
water soluble components and the techniques applied. Before
analysis of food samples separation from other food components are
often necessary and include extraction (e.g. PLE, sonication,
ultra-thurrax) and clean-up (e.g. GPC, SPE). Application of
statistic approachs for sampling and method optimisation are
likewise important skills for engineers and will be applied on own
data. For detection of chemical contaminants many analytical
techniques (e.g. GC-ECD, GC-MS, LC-MS, ICP-MS) are applied for
detection of both organic and inorganic food contaminants.
Principles and examples of the analytical techniques will be
presented together with risk based sampling and food control
programs. Also, legislation and requirement of chemical control,
including method validation and basic requirement of accredited
analysis are important skills to obtain to be able to evaluate
data. 
",23102,"
Lene Duedahl-Olesen,
Rie Romme Rasmussen"
,,,,,,,,,,,,
23302 , Food Chemistry,English , 5 ECTS , 2016/2017 ,F3A (Tues 8-12),MSc,National Food Institute,"
The course will give the student the ability to evaluate the
composition of basic food items from a food quality perspective.
They should also be able to describe chemical reactions of food
component and their importance for food quality i.e. fat, protein
and carbohydrate. The course enable the students to evaluate
selected food matrices (e.g. meat, fish, cereals, vegetables)
chemical stability and effects of processing and storage on these
matrices. 
","Identify the components present in basic food items and
classify them Describe chemical reactions of importance for food quality Relate selected processing and preservation techniques to
chemical reactions in food Evaluate chemical deterioration of food items Discuss the chemical aspects of food quality Identify important chemical reactions for the food quality of
selected food items Make a concise written scientific report on a selected food
item Present and extract the most important results from the report
orally","
The course will consist of some general description of fat
(omega-3, omega-6, trans fat, saturated fat), carbohydrate
(monosaccharide, polysaccharide) and protein (amino acids,
peptides, proteins)and their reactions (e.g. Maillard reaction) in
relation to food quality and food quality deterioration. In
addition, classical preservation techniques including
sterilisation, pasteurisation, freezing, cooling, curing and
antioxidant strategies will be presented. Their advantages and
their disadvantages will be presented and how they impact food
quality. The most common chemical and physical process in food
leading to quality deterioration will be introduced. Presentation
of scientific data will be tried when presenting scientific
manuscripts. A short introduction to nutrition and sensory
evaluation will be included. 
","27002,23932","
Lene Duedahl-Olesen"
,,,,,,,,,,,,
23511 , Food Production Engineering Basics,English , 10 ECTS , 2016/2017 ,"E4 (Tues 13-17, Fri 8-12) and E5 (Wed 8-17)",MSc,National Food Institute,"
The course gives the students a substantial theoretical knowledge
of food technology with basis in asessing physical properties of
food products including their rheology and texture. Particular
emphasis is on theories and basic engineering calculations for
assessing composition and processing times for central unit
processes in food production, including heating and cooling of
solid food, freezing, salting and drying. Furthermore, the course
gives the students sufficient knowledge about food microbiology and
food safety to be able to integrate this knowledge in evaluating
the results of calculations of food processes. 
","Analyse a description of a food production process, set up the
flow sheet and estimate mass and energy balances. Calculate the composition and physical properties of food
products relevant to their processing. Understand different modes of heat and mass transfer, calculate
and use relevant dimensionless numbers for heat transfer
calculations in the stirred vessel and in solids heated/cooled by
convection. Calculate heating and cooling times. Apply knowledge about food microbiology, food safety, and
microbial inactivation kinetics in calculation of food preservation
processes. Understand freezing processes for foods and calculate freezing
times. Understand and calculate drying and salting processes for
foods. Describe standard equipment for key operations in food
processing and calculate their critical dimensions and process
variables. Calculate parameters for separation methods like membrane
filtration. Understand the difference between Newtonian and Non-Newtonian
flow properties and understand principles of basic
viscosimetry. Understand visco-elastic behaviour of foods and apply texture
measurements on solid food.","
Flow sheets, calculation of composition and physical properties of
foods, Newtonian and Non-Newtonian fluid dynamics, steady-state
heat transfer, unsteady-state heat transfer in the stirred vessel
and in solids heated by convection, basic microbial ecology and
safety of foods, calculation of microbial inactivation and
F-values, calculation of freezing times and of salting and drying
processes, calculation of separation parameters. 
",None,"
Bo Munk Jørgensen,
Brais Martinez Lopez"
,,,,,,,,,,,,
23512 , Food Production Engineering Basics (condensed),English , 5 ECTS , 2016/2017 ,July,MSc,National Food Institute,"
The course gives the students a substantial theoretical knowledge
of food technology with basis in asessing physical properties of
food products. Particular emphasis is on theories and basic
engineering calculations for assessing composition, mass balances
and processing times for central unit processes in food production,
including heating and cooling of solid food, freezing, and drying.
Furthermore, the course gives the students sufficient knowledge
about food microbiology and food safety to be able to integrate
this knowledge in evaluating the results of calculations on food
processes. 
","Analyse a description of a food production process, set up the
flow sheet and estimate mass and energy balances. Calculate the composition and physical properties of food
products relevant to their processing. Understand different modes of heat and mass transfer,
calculation and use of relevant dimensionless numbers for heat
transfer calculations in a stirred vessel and in solids
heated/cooled by convection. Calculate heating and cooling times. Apply knowledge about food microbiology, food safety, and
microbial inactivation kinetics in calculation of food preservation
processes. Understand freezing processes and calculate freezing times for
food products. Understand and calculate drying and salting processes for
foods. Calculate parameters for separation processes like membrane
filtration.","
Flow sheets, calculation of composition and physical properties of
foods, steady-state heat transfer, unsteady-state heat transfer in
the stirred vessel and in solids heated by convection, basic
microbial safety of foods, calculation of microbial inactivation
and F-values, calculation of freezing times and drying processes,
calculation of separation parameters. 
",None,"
Bo Munk Jørgensen,
Brais Martinez Lopez"
,,,,,,,,,,,,
23520 , Food Process Design,English , 10 ECTS , 2016/2017 ,F4A (Tues 13-17) and F4B (Fri 8-12),MSc,National Food Institute,"
To enable the students to dimension and plan food processing
plants. The focus is on the understanding and modelling of the
interaction between resources (inclusive the raw material) and the
process, and the influence of processing on end product quality. 
","Apply flow-sheeting tools to gain an overview over material and
energy streams through a production plant. Analyse a complex production plant and identify its basic unit
operations and other process steps. Identify interactions between product attributes and process
parameters to gain knowledge on process operation and product
quality. Understand and identify quality parameters. Apply and evaluate different tools for process control and
optimization of process / production. Perform process calculations including economical
considerations concerning capital and running costs. Validate calculations and assumptions in relation to food
production. Dimensioning of equipment for use in industrial food
production. Design and evaluate a food processing plant. Write a technical report in groups based on a case related to
the food industry. Present and discuss the process design considerations
orally.","
The course focuses on the production of both solid and liquid
foods. The course will apply knowledge of process technology (mass
and heat transfer, fluid mechanics, and unit operations) in the
calculations, process simulation, dimensioning and modeling of food
processing plants. The curriculum focuses on planning of food
production systems, identification of key interactions between
manufacturing processes and product characteristics, requirements
of the food industry, interactions in process systems, process
optimization and application of quality control. The individual
topics are illustrated with examples in the form of tasks - both
practical and theoretical - as well as case studies. There will be
guest lectures and company visits will be arranged. 
","23011,23710,23711","
Aberham Hailu Feyissa"
,,,,,,,,,,,,
23521 , Hygienic design in the food industry,English , 5 ECTS , 2016/2017 ,E2B (Thurs 8-12),MSc,National Food Institute,"
Enable the students to evaluate and design processing facilities
and equipment for food production and preparation, which meet
legislative requirements as well as standards and guidelines for
hygienic design. 
","Understand and apply legislation, standards, guidelines incl.
certifications concerning hygienic design and food contact
materials in EU Evaluate hygienic design aspects of construction materials,
surface characteristics and equipment design details in regards to
cleanability Analyze hygienic design of processing equipment in both open
and closed systems Apply criteria of hygienic design to identify cases where the
relevant legislation has been violated Examine hygienic design of processing plants, the rooms where
the processing takes place and placement of equipment Develop conceptual re-designs of process equipment and
processing lines based on information about construction materials,
maintenance and cleaning procedures Select suitable materials (stainless steel and polymers) and
post treatments of materials to implement hygienic design Identify potential corrosive environments in the food industry
and recognize corrosion failures commonly seen in the food
industry Design proper cleaning and disinfection procedures for specific
soils and process types and explain the effect of basic types of
detergents and sanitizers Apply procedures in employee personal hygiene and pest
control","
The objective of hygienic design of processing equipment and unit
operations is to ensure high quality and safe food products,
optimal processing times and total runtime of a process line.

The course will deal with design of processing equipment and
process lines from the hygienic design point of view with respect
to material choices and structures based on existing laws, rules,
norms and guidelines. The following are examples of topics which
will be covered in the course:

• Legislation and guidelines for hygienic design,

• Good and inappropriate equipment designs in both open and closed
processing systems,

• Methods to characterize surface structures (topology) and to test
equipment cleanability,

• The impact of construction materials and structures on the
hygienic quality, e.g., cleanability of surfaces (stainless steel,
weldings, polymers and elastomers),

• Corrosion types seen in the food industry and overview of
material types most commonly used,

• Efficiency of cleaning agents and cleaning methods including
fluid flows,

• Hygienic considerations in the construction of a food processing
plant including site selection, product flow and hygiene in
processing. 
",None,"
Lisbeth Truelstrup Hansen,
Ioannis S. Chronakis"
,,,,,,,,,,,,
23522 , Rheology of food and biological materials,English , 5 ECTS , 2016/2017 ,January,MSc,National Food Institute,"
To enable the students to understand the theoretical background for
structure and rheology of liquid and solid materials. Furthermore
the students shall be able to apply a wide range og experimental
techniques to determine physical attributes of foods and
biomaterials. 
","explain the theoretcial backround for rheology and structure of
liquid, semi-solids and solids explain the application of rheological models make quantitative calculations to determine rheological models
and utilse the associated theory use common rheological measuring techniques and understand the
applicability of these explain rheological data utilising relevant theory plan and conduct relevant rheological experiments to uncover
rheological and structural attributes analyse and qualify experimental data from relevant rheological
measuring methods explain similarities and differences in products using
rheological data and theory","
Theory: flow properties of non-newtonian liquids, elasticity of
liquids, semi-solid and solid materials, physical foundation and
rheological matematical models.

Measuring techniques: rotational rheometers,capillary rheometers,
texture analyser, mikroskopi, extrusion rheology, measurement of
particle size and related simpler methods.

Planning and condution of experiments to explain differences and
similarities between a range of comparable products.

Intrepretaion of data and presentation of condensed conclusions. 
",None,"
Ioannis S. Chronakis,
Peter Szabo"
,,,,,,,,,,,,
23531 , Entrepreneurship in Food,English , 5 ECTS , 2016/2017 ,August,MSc,National Food Institute,"
The aim of the course is for students to develop their
entrepreneurial skills and competences by working with a defined
idea (case story) and by identifying the right business case with
clear market share and finally develop a ready-to-go business plan.
All case stories will be related to the food sector but can be
based on ingredients, equipment design, raw material, or new values
in food production. 
","Understand the special entrepreneurial challenges in the food
sector Identify business opportunities Develop business models Analyze markets for knowledge based products and services Set up questionnaires and interview customers Analyze customer value proposition Plan the establishment of a company (Business planning) Determine capital requirements Establish cash flow projection Establish budgets on profit/loss, assets/liabilities Specify management competence profiles Prepare a business plan","
The course will consist of lectures on entrepreneurship and
presentation of cases throughout the course. Simultaneously,
Students will work in groups (e.g. containing a student from each
of the participating universities and/or an international student
to maximize competences within business, engineering and science,
and thereby utilize knowledge from this diverse group of students)
on a project about how to make the case story, the group has been
assigned, into a new business opportunity. The product of the group
is a report including a (in the form of a) business plan based on
the case story. Students will be introduced to the basic concepts
of entrepreneurship and business development with emphasis on the
distinctive features of the food industry, market shares and
possible use of food technologies. Guest lecturers from industry
and academia will provide inspiration for the project work
developing the business plan on the case stories. Moreover, for
initiating the project work a general introduction to the nature
and basis behind the assigned case story will be provided to each
group, enabling you to fully understand the aspects of your case.
Finally, case owners and teachers will be available for discussing
the relevant technical and business issues of the case. 
",,"
Dorte Wiene,
Timothy John Hobley,Nanna Viereck"
,,,,,,,,,,,,
