COURSE NUMBER,COURSE NAME,LANGUAGE OF INSTRUCTION,CREDIT LOAD,YEAR,SCHEDULE,COURSE TYPE,DEPARTMENT,GENERAL COURSE OBJECTIVES,LEARNING OBJECTIVES,CONTENT,RECOMMENDED PREREQUISITES,COURSE RESPONSIBLE
26050 , Introductury chemistry for life sciences,Danish , 5 ECTS , 2016/2017 ,E4A (Tues 13-17),BSc,Department of Chemistry,"
To provide knowledge of the basic chemical principles and give
proficiency in their use in chemical problems. To give a basic
understanding of the theory of chemical bonding, and the properties
of the most important elements based on their position in the
periodic table. 
","name simple and coordination compounds balance chemical reaction equations do simple stoichiometric calculations describe systematic changes of chemical and physical properties
in the periodic table of elements write the electronic configuration of a given atom and of
simple molecules Rationalise physical and chemical properties such as bond
strength, reactivity and stoichiometry of binary compounds based on
the position of the elements in the periodic table calculate concentrations of all compounds in an aquous solution
and describe the necessary approximations calculate pH in solutions Write Lewis structures of ionic and covalent compounds Calculate reaction orders and activation energies and explain
catalysis. Define the the central atom hybridisation using valence bond
theory Describe the chemistry of the most important elements in their
most important oxidation steps","
Nomenclature of inorganic compounds, balancing of chemical
equations and basic stoichiometry. The periodic table of the
elements with emphasis upon regularities (atomic radius, ionic
radius, ionization energy, electron affinity and
electronegativity). Calculation of concentrations in aqueous
solution, including acid-base, solubility, and complex-ion
equilibria. Kinetics of reactions and catalysis. Theory of chemical
bonding, including V.B. and M.O. theory. Chemistry of main group
elements and selected transition metals with emphasis upon trends
based on their position in the periodic table. 
",,"
Pernille Harris,
Søren Kegnæs"
26122 , Laboratory Course in Coordination Chemistry and Bioinorganic Chemistry,Danish , 5 ECTS , 2016/2017 ,January,"BSc,,MSc",Department of Chemistry,"
To gain experimental insight in coordination compound synthesis and
analysis, as well as handling of simple bioinorganic chemistry
systems (metalloproteins). To experimentally illustrate important
theoretical concepts in coordination chemistry (26124) and the
chemistry of metals in biological systems (26126). 
","Plan advanced coordination compound synthesis Carry out synthesis of coordination compounds Experimental handling of simple bioinorganic chemistry
systems Characterization of transition metal compounds by
spectrophotometric analysis Carry out safety assessment in relation to coordination
compound synthesis Carry out safety assessment in relation to bioinorganic
chemistry experiments Write a detailed laboratory journal Handling of oxygen sensitive compounds","
Preparation and characterization of classical metal complexes,
metallo-organic compounds, and model compounds for bio- molecules.
Inorganic preparative techniques. Preparations involving liquid
ammonia, and electrolysis. Chemical manipulations of air-sensitive
compounds by inert atmosphere and vacuum-line techniques.
Application of electroanalytical and spectroscopic techniques.
Isolation, purification and characterization of metalloproteins,
and investigations of metal ions in biological processes.
Determination of essential trace elements in biological samples.
Metalloenzyme catalysis. Interaction of metal ions with
biomolecules. Redox properties of respiratory metalloproteins.
Applied bioinorganic chemistry. 
",None,"
Hans Erik Mølager Christensen"
26124 , Coordination Chemistry (Inorganic Chemistry 2),Danish , 5 ECTS , 2016/2017 ,F4A (Tues 13-17),BSc,Department of Chemistry,"
To give insight into general, modern coordination chemistry, both
knowledge of the theory and experimental methods within the field.
The course will develop a general chemical understanding based on
electronic structure, which will also be useful within other
fields. 
","Explain the most important concepts of coordination chemistry
and how they relate to other cehmistry fields. Describe bonding in transition metal complexes with the aid of
crystal field theory and ligand field (molecular orbital)
theory Explain the correlation between electronic structure and
chemical properties. Describe the thermodynamic aspects of complex formation based
on stability constants Describe the mechanisms for ligand substitution and electron
transfer reactions Describe some organometallic compounds, their bonding and
chemistry. Interpret and explain experimental observations on the
structural, magnetic, spectral, thermodynamic, and kinetic
properties of transition metal complexes. Interpret structure, stability, and reactivity based on VSEPR
models, d-electron configurations, and 18-electron rule. Compare and relate the diverse roles of metal ions in
biological systems and give an account of the importance of metals
in medicine. Evaluate the usefulness of particular coordination complexes
for stated purposes. Design a coordination complex for solving a specified medical
or catalytic-industrial task.","
The concepts of coordination chemistry are introduced, including
hard-soft acid-bases, isomerism, crystal field theory, ligand field
and molecular orbital theory. On this basis, the structural,
thermodynamic, kinetic, spectral, and magnetic properties of
transition metal compounds are explained. The chemistry of selected
transition metals and the catalytic and bioinorganic aspects of
coordination chemistry are treated. 
","26005,26007,26006,26000,26171,26173","
Kasper Planeta Kepp"
26125 , Chromatographic (HPLC) Purification of Biological Macromolecules,Danish , 5 ECTS , 2016/2017 ,June,BSc,Department of Chemistry,"
Theoretical and practical introduction to chromatographic
techniques for purification of proteins in milligram to gram
quantities. 
","Explain the chromatographic principles and the basic theory of
ion exchange, hydrophobic interaction and affinity
chromatography Explain the chromatographic principles and the basic theory of
gel filtration and expanded bed adsorption Explain chromatographic systems (HPLC, high performance liquid
chromatography) overall design and construction Account for the parameters; speed, separation ability, capacity
and level of recovery, and the importance of the individual steps
in a protein purification strategy Outline strategies for the purification of proteins, including
selection and combination the purification methods Use of HPLC systems and handling of chromatographic
columns Outline the chemical and physical properties of common column
materials Know about other methods used in connection with protein
purification such as SDS-PAGE, ultrafiltration and freeze
drying","
The chromatographic principles and basic theoretical background of
ion-exchange, hydrophobic interaction and affinity chromatography,
gel filtration and the expanded bed adsorption. Chromatographic
systems design, including pumps and detector systems (HPLC, high
performance liquid chromatography). Purification strategies and
their optimization. Selection and combination of purification
methods. Column materials chemical and physical properties. Packing
of columns. A brief introduction to the authorities' approval
of procedures for purification of protein-based drugs. Handling of
proteins, as well as an introduction to other methods used in
protein purification on a laboratory scale, for example, SDS-PAGE,
ultrafiltration and freeze drying. The above is illustrated through
experimental exercises / projects using HPLC equipment for
purification of selected mainly recombinant proteins. 
",None,"
Hans Erik Mølager Christensen"
26126 , The chemistry of metals in biological systems,English , 5 ECTS , 2016/2017 ,E5A (Wed 8-12),MSc,Department of Chemistry,"
To provide insight into the interplay between the properties of
biological trace elements, particularly metals, and the structure
and function of biological macromolecules and membranes. Further,
to illustrate these relationships by specific metal-containing
biomolecular systems, and by technological and environmental
aspects of bioinorganic chemistry. 
","Understand the vital importance of biological chemical trace
elements for all life. Identify the fundamental chemical properties of biological
trace elements, particularly biological metals. Understand the vital interaction between biological trace
elements, particularly transition metals and biological
macromolecules such as proteins and DNA. Describe the structure and function of specific metalloproteins
engaged in biological dioxygen transport and metalloenzyme
function. Become familiar with the structures and mechanisms of
hydrolytic metalloenzymes. Understand and apply simple theoretical concepts in the
electron transport chains of metalloproteins in photosynthesis and
respiration as well as in biological redox processes of
metalloenzymes in the biological oxygen, nitrogen and sulfur
cycles. Understand metal-based diseases, toxic metals, and metal-based
chemotherapy. Assess biological materials technology, as in biominerals,
biological nanoparticles etc Appreciate biotechnology and nanotechnology based on
metalloproteins and metal complexes with DNA.","
Biological essentiality, distribution and uptake of chemical trace
elements. Bioinorganic chemical techniques. Elements of transition
metal coordination chemistry. Biological organization (protein- and
membrane structures, active site organization). Biomineralization.
Metals in biological electron transport (photosynthesis,
respiration, redox enzymes), and the physical nature of electron
transfer. Coordination chemistry in biological dioxygen transport.
Hydrolytic metalloenzymes. Metal activated enzymes (calcium,
magnesium). Redox metalloenzymes. Dinitrogen fixation. Biological
mechanisms of metal transport. Biological ultratrace elements.
Bioinorganic chemistry and biotechnology (Environmental
bioinorganic chemistry, chemotherapy, ""biochips"" and
nanoscale bioinorganic chemistry, etc). 
",26124,"
Hans Erik Mølager Christensen"
26130 , Spectroscopic methods,English , 5 ECTS , 2016/2017 ,E2B (Thurs 8-12),MSc,Department of Chemistry,"
To provide an overview of spectroscopic methods used to follow
inorganic reactions and to characterise inorganic materials 
","A student who has fulfilled all the objectives of the course
will be able to: Describe the interaction between electromagnetic radiation and
molecules Explain in general terms the theoretical background for IR,
Raman, Uv-vis and EPR spectroscopy Have knowledge of other characterisation techniques used on
inorganic materials and solid catalysts (NMR, ICP, TPX, XAS, XRD,
EELS, Mass spectrometry, Mössbauer spectroscopy) Suggest relevant experimental techniques to characterise
specific materials and be able to describe the time scale,
strengths and weaknesses of the methods Use structural and electronic models for molecules,
coordination compounds and solid materials Explain the use of ex-situ, in-situ and operando spectroscopy
on heterogeneous catalysts Plan, perform and report from physical chemistry
experiments Determine the symmetry of small molecules and use group theory
to predict their spectroscopic properties","
Absorption and resonance spectroscopy. Interaction between
electromagnetic radiation and molecules and materials. Selection
rules and intensities. Instrumentation. Overwiev of
characterisation methods of solid materials. Literature studies and
cases from main group chemistry, coordination chemistry,
homogeneous and heterogeneous catalysts, fuel cells, industrial
chemistry. 
","26124,26231,26301","
Susanne Mossin,
René Wugt Larsen"
26171 , General Chemistry,Danish , 5 ECTS , 2016/2017 ,E4A (Tues 13-17)  or  F3A (Tues 8-12),BEng,Department of Chemistry,"
General chemistry is the basis for all other chemistry courses. The
aim is therefore to give a basic knowledge of the principles of
general chemistry and to apply these to chemical problems. 
","name simple chemical compounds balance chemical reaction equations do simple stoichiometric calculations describe systematic changes of chemical and physical properties
in the periodic table of elements write the electronic configuration of a given atom explain the chemical reaction kinetics including differentiate
between 0. order, 1. order and 2. order reactions write acid-base, saturation and complex equilibriums in an
aquous solution calculate concentrations of all compounds in an aquous solution
and describe the necessary approximations calculate pH in solutions calculate reaction enthalpy based on enthalpy of formation write the Nernst equation for a given reaction","
Nomenclature of inorganic compounds, balancing of chemical
equations and basic stoichiometry. The periodic table of the
elements with emphasis upon regularities (atomic radius, ionic
radius, ionization energy, electron affinity and
electronegativity). Kinetics of the chemical reactions. Calculation
of concentrations in aqueous solution, including acid-base,
solubility, and complex-ion equilibria. Exo- and endothermal
reactions. Enthalpy. Electrochemistry. Standard electrode
potentials. 
",,"
Pernille Harris,
Niels Engholm Henriksen"
26173 , Inorganic Chemistry,Danish , 5 ECTS , 2016/2017 ,E4B (Fri 8-12)  or  F2B (Thurs 8-12),BEng,Department of Chemistry,"
To give a basic understanding of the theory of chemical bonding,
structure of inorganic compounds, and the properties of the most
important elements based on their position in the periodic table. 
","Write equations for chemical reactions and balance them.
Describe typical reactions for inorganic compounds. Write electron configurations for simple molecules. Write Lewis structures of ionic and covalent compounds. Define crystal lattice energies using the Born-Haber cycle and
calculate bond energies. Describe the geometry of molecules using the VSEPR model and
determine the polarity of the molecules. Define the the central atom hybridisation using valence bond
theory. Define the unit cell in crystalline compounds. Use standard reduction potentials to predict whether a chemical
reaction is spontaneous. Describe the aqueous chemistry of the most important elements
in their most important oxidation steps. Name coordination compounds and define their structure and
geometry. Describe important industrial inorganic processes. Rationalise physical and chemical properties such as bond
strength, reactivity and stoichiometry of binary compounds based on
the position of the elements in the periodic table.","
Theory of chemical bonding, including V.B. and M.O. theory.
Chemistry of main group elements and selected transition metals
with emphasis upon trends based on their position in the periodic
table. 
","26172,26371","
Susanne Mossin,
Søren Kegnæs"
26199 , Chemistry BootCamp,Danish , 0 ECTS , 2016/2017 ,August,BSc,Department of Chemistry,"
Look at the course description for 26000, 26027, 26050 or 26171 
","Look at the course description for 26000, 26027, 26050 or
26171 - - - - - - -","
Look at the course description for 26000, 26027, 26050 or 26171. 
",None,"
Pernille Harris,
Kasper Planeta Kepp,
Rasmus Fehrmann"
26201 , Physical Chemistry 1,Danish , 5 ECTS , 2016/2017 ,F4B (Fri 8-12),BSc,Department of Chemistry,"
To introduce the various thermodynamic forms of energy in chemistry
that may be used to predict the spontaneous direction of processes
and to determine the associated work. In addition, to introduce the
quantum mechanical description of molecules. 
","Distinguish between properties of ideal and real gasses and
calculate their change of state in processes. Describe the content of the 1., 2., and 3. laws of
thermodynamics Describe the meaning of state functions: Internal energy,
enthalpy, entropi, Helmholtz energy, and Gibbs energy. Discuss reversible and irreversible processes. Describe how the termodynamic energy functions depend on
temperature, pressure and volume for pure substances. Describe cyclic processes including the calculation of
associated exhange of heat and work. Predict whether a reaction can take place from a thermodynamic
point of view and determine the associated work. Describe phase changes and phase equilibria of pure
substances. Calculate the quantized energy levels for simple atomic
systems, including the interpretation of atomic orbitals. Describe chemical bonding in terms of molecular
orbitals.","
Chemical thermodynamics for pure substances and for mixtures of
gases. Specifically, the following issues are discussed: The
fundamental laws of thermodynamics, thermodynamic systems, state
functions, reversible and irreversible processes, thermochemistry,
phase diagrams of pure substances, properties of gases.
Introduction to the quantum mechanical description of molecules,
including the Schrödinger equation, the quantization of energy,
chemical bonding and molecular orbitals. Introduction to
statistical termodynamics. 
","01005,26000","
Niels Engholm Henriksen"
26202 , Physical Chemistry for the Biological Sciences,Danish , 5 ECTS , 2016/2017 ,F4B (Fri 8-12),BSc,Department of Chemistry,"
To introduce the various forms of energy for pure as well as mixed
substances, that may be used to predict the spontaneous direction
of chemical and physical processes and to determine the associated
work. In addition, an introduction to electrochemistry and reaction
kinetics, including enzyme kinetics. To illustrate the relevance of
these subjects for biological systems. 
","Describe the content of the laws of thermodynamics. Describe the meaning and use of internal energy, enthalpy,
entropy, Gibbs free energy and chemical potential. Solve problems using the principle of state functions. Solve problems related to phase equilibria of pure
substances. Describe temperature- and pressure dependency of phase
equilibria for pure substances. Explain the thermodynamic basis for colligative properties
especially osmotic pressure. Solve problems related to chemical equilibrium and describe its
dependency on temperature and pressure. Describe the expressions for the rates of chemical
reactions. Solve problems related to simple reaction mechanisms. Describe the transport of molecules including Fick's
law. Analyse problems and calculate quantities relevant to
biological systems.","
The laws of thermodynamics, state functions, thermochemistry,
entropy and Gibbs free energy of physical and chemical processes,
chemical potential, chemical equilibrium, electrochemistry, the
rate of chemical reactions, enzyme kinetics. 
",26000,"
Günther H.J. Peters"
26222 , Physical Chemistry 2,Danish , 5 ECTS , 2016/2017 ,E4A (Tues 13-17),BSc,Department of Chemistry,"
The thermodynamic basis for a number of experimental techniques,
and methods for solving practical problems within chemistry,
biotechnology and chemical engineering. 
","Describe how the thermodynamic functions U, G, H, A and S
depend on composition, temperature and pressure. Describe deviations from ideality in terms of intermolecular
interactions. Predict the dependency of vapor pressure and partial pressures
of mixtures depend on composition and temperarure. Identify phases and phase equilibria in phase diagrams. Calculate changes in phase and chemical equilibria on changes
in composition, pressure and temperature. Calculate the electromotive force and individual potential
contributions in galvanic cells. Calculate thermodynamic standard values from experimental emf
data. Analyze simplified practical equilibrium systems. Predict spotaneity and direction of a process. Explain chamical rate expressions, incl, Michaelis-Menten
mechanism, og calculate chemical reaction rates, reaction order and
extent. Discuss energy barriers for reactions and determine temperature
dependence of chemical reaction rates.","
Gibbs phase rule. Mixtures,partial molar properties, activitites
etc.

Solutions incl. electrolytes. Phase equilibria, phase diagrams,
colligative properties. Chemical equilibrium, temperature and
pressure dependence. Electrochemistry, electrochemical potential,
electrodes, redox potential. Reaction kinetics, rate expressions,
reaction order, temperature and pressure dependence. 
",26201,"
Klaus Braagaard Møller"
26225 , Experimental Physical Chemistry,Danish , 5 ECTS , 2016/2017 ,E2A (Mon 13-17),BSc,Department of Chemistry,"
The students’ knowledge within physical chemistry is expanded by
experimental exercises. Relations between theory and experiment are
exemplified and the students are trained in physical chemical data
analysis and interpretation. The use of physical chemistry is
demonstrated within: solubility equilibria, phase-diagrams of salt
hydrates, behaviour of real gases, self organizing materials,
nanoparticles and structure determination of simple di-atomic
molecules. 
","Describe the fundamental principles of the utilized
experimental techniques. Operate advanced/specialized instruments. Plan and conduct a sequence of experiments. Utilize thermodynamic theories/models for data
interpretation. Perform analysis of data including curve-fitting and analysis
of errors. Write technical reports. Derive key thermodynamic relations. Explain experimental outcomes at the molecular, nanometer,
micrometer and macroscopic level.","
Solubility equilibria, salt hydrates, structure determination of
di-atomic molecules, behavior of real gases, critical micelle
formation, soft and hard nanoparticles, potentiometric titration,
Fourier transform infrared spectroscopy, surface
tension/tensiometry, vapor-pressure, dynamic light scattering,
zeta-potential, DLVO- and Debye-Hückel theory. 
",None,"
Jonas Rosager Henriksen,
Esben Thormann,
René Wugt Larsen"
26231 , Physical Chemistry 3,English , 5 ECTS , 2016/2017 ,F5B (Wed 13-17),MSc,Department of Chemistry,"
To give an introduction to the theory of mass- and charge
transport, kinetic theory of gases, and reaction dynamics.
Furthermore, to give an introduction to the theory of energy states
associated with the translational-, rotational- and vibrational
motions of molecules, including nuclear- and electron spin, as a
foundation for different spectroscopic techniques and statistical
thermodynamics. 
","Define transport coefficients to be used in the description of
non-equilibrium phenomena in thermodynamic systems and apply them
in calculations. Explain the kinetic model of gasses. Apply the kinetic model of ideal gasses to calculate transport
coefficients for ideal gasses. Apply chemical kinetics to perform calculations of the rate of
simple and complex chemical reactions. Explain the quantum mechanical background for the existence of
spectra with well defined spectral lines. Describe the interaction between electromagnetic fields and
molecules. Determine the structure and properties of molecules from
spectroscopy. Explain the background for MW, IR, UV, and NMR
spectroscopy.","
Mass and charge transport, diffusion and electrolytic conductivity.
The kinetic model of gases. Topics in reaction kinetics, including
adsorption and heterogeneous catalysis. Introduction to the
atomic-level description of chemical reactions. Interaction between
electromagnetic radiation and molecules, quantization of molecular
energy, the Schrödinger equation, spectroscopy with microwave-,
infrared (IR)- and ultraviolet (UV) radiation, Raman spectroscopy,
and nuclear magnetic (NMR)- and electron spin (ESR) resonans
spectroscopy. 
","01906,28012,01005,28322,26222","
Klaus Braagaard Møller,
Niels Engholm Henriksen"
