COURSE NUMBER,COURSE NAME,LANGUAGE OF INSTRUCTION,CREDIT LOAD,YEAR,SCHEDULE,COURSE TYPE,DEPARTMENT,GENERAL COURSE OBJECTIVES,LEARNING OBJECTIVES,CONTENT,RECOMMENDED PREREQUISITES,COURSE RESPONSIBLE
47309 , Materials for Hydrogen Production and Storage,English , 5 ECTS , 2016/2017 ,January,MSc,DTU,"
Hydrogen is one of the candidates to replace oil as a future energy
carrier. Through lectures, group work and experimental techniques
used in the research on hydrogen production, storage and conversion
into energy, the students will learn about aspects of the life
cycle of hydrogen:

1) Materials for electrolysis and photocatalytic production of
hydrogen from water

2) Reversible ab- and desorption of hydrogen from solid materials
for storage and distribution

After the course, the students should be able to identify potential
show stoppers and materials challenges that currently limit the
commercial use of hydrogen as an energy carrier. They will also
obtain a hands-on understanding of underlying physical processes
and materials requirements. 
","Describe the environmental advantages and disadvantages of
using hydrogen as an energy carrier Account for the major technological challenges in connection
with commercial use of hydrogen as an energy carrier Describe the principles of hydrogen production from
electrolysis Explain the role of the semiconductor band gap in
photocatalytic hydrogen production Calculate the enthalpy of formation and entropy of a metal
hydride from the correlation between temperature and plateau
pressure Characterize a crystal structure using X-ray diffraction Determine the equilibrium pressure as a function of temperature
for a metal hydride Relate the commercial viability of a low-temperature fuel cell
to the performance of its catalysts","
Potential gains, materials and technical challenges in using
hydrogen as an energy carrier. Current and future energy resources.
Energy efficiency. Materials for hydrogen storage. Phase diagrams.
Ab-/desorption kinetics. X-ray diffraction. Semiconductor
electro-/​photoelectrochemistry.

The course consists of two topics (see general course objectives
above), each of which consists of two days with lectures and group
exercises, five days with experimental activities and one day for
writing of the report. 
","10033,10333,10303,10030,47301","
Didier Blanchard,
Ifan Stephens"
,,,,,,,,,,,,
47310 , Battery Materials and Chemistries: from Fundamental Mechanisms to Battery Cells,English , 5 ECTS , 2016/2017 ,E5B (Wed 13-17),MSc,DTU,"
Through a series of lectures, group work, computational and
laboratory exercises, the students will learn about the basic
principles of batteries, and be able to describe the fundamental
mechanisms and components of batteries. They will also be able to
model, analyze and interpret electrochemical properties and
degradation mechanisms for different battery chemistries subject to
various operating conditions, and to understand critical issues in
the selection of materials and components for cells. Furthermore,
the students will know the advantages/disadvantages of batteries
compared with other energy storage technologies and will be
acquainted with various designs and their advantages/disadvantages
as well as application areas. 
","Describe the fundamentals of a battery cell Explain the similarities and differences between types of
batteries and battery chemistries Explain the mechanisms and functionalities of the individual
components of batteries Apply the critical parameters in the selection of
materials Assess the critical parameters in the selection of operating
conditions Analyze data describing the electrochemical performance of
batteries Calculate the energy efficiency Explain possible degradation mechanisms leading to decrease in
cell performance Describe advantages and disadvantages of different types of
batteries in comparison with other energy storage technologies Apply computational modelling to describe battery materials and
mechanisms","
The principles of various battery types and chemistries. Methods
for a theoretical description of the fundamental properties of
battery cells and battery materials. Materials demands and
limitations of the individual components, i.e. electrolyte, anode
and cathode materials. Challenges for the assembled cells related
to materials and interfaces will be discussed in a chemical and
structural context. Characterization and evaluation of cell
properties by, e.g., electrochemical impedance spectroscopy and
cyclic voltammetry. Structural and microstructural description of
battery materials. Description/studies of degradation mechanisms
for state-of-the-art Li-ion and Li-air batteries. Discussions of
future (beyond lithium-ion) batteries. 
","47305,10302,26000","
Poul Norby,
Tejs Vegge,
Johan Hjelm"
,,,,,,,,,,,,
47311 , Analytical Imaging of Energy Materials by Electron Micrsocopy,English , 5 ECTS , 2016/2017 ,E5A (Wed 8-12),MSc,DTU,"
In renewable energy materials research and development, functional
materials have played and will continue to play an essential role
in the creation of tomorrow's energy devices. By their crystal
structure and elemental composition, functional materials e.g.
allow to convert sunlight to electricity, or to store electrical
energy as chemical energy in the form of hydrogen or other types of
fuels. The complicated physical and chemical processes are often
dependent on the local nano- and microstructure of the functional
components within energy devices. It is therefore essential to be
able to analyze these materials with advanced imaging techniques
that both give high resolution quantitative and qualitative data,
e.g. scanning electron microscopy (SEM), transmission electron
microscopy (TEM), energy dispersive X-ray spectroscopy (EDS) and
focused ion beam microscopy (FIB). The aim of the course is that
students will be able to understand and judge the usefulness of a
wide variety of SEM and TEM analysis techniques that are used by
industry and in research, and to be able to suggest suitable
imaging techniques to solve specific problems related to the
properties of functional energy materials. 
","Interpret electron interactions with materials relevant to
scanning electron microscopy (SEM) and transmission electron
microscopy (TEM) operating conditions for example by using
simulation software Prepare specimens for electron microscopy analysis and justify
optimum sample preparation and microscopy techniques Describe interactions that electrons experience in relation to
SEM and TEM components incl. detectors Qualitatively compare, contrast and justify the information
available from the range of available electron detectors and their
limitations Perform quantitative elemental analysis of EDS data using
analysis software Determine crystallographic parameters from electron
diffraction Apply quantitative measurement methods and extract
statistically valid microstructural parameters from electron
microscopy images Predict and implement optimum microscope operating conditions /
microscopy technique based on microscope and detector theory by
operating at least one type of SEM or TEM Account for error sources associated with the choice of sample
preparation and SEM/TEM analysis techniques Plan and execute an energy material electron microscopy study
integrating the results of various techniques to conclude, report
and communicate results Compare and contrast advantages/disadvantages of 2D versus 3D
and ex-situ versus in-situ electron microscopy investigations Perform a literature search to select a relevant scientific
article on the use of electron microscopy in the analysis of an
energy material and analyse, criticize and present the main
findings","
The course is based on a combination of theoretical lectures,
numerical and image-based exercises and case studies performed in
small project groups. The lectures provide the physical mechanisms
describing the interactions between electrons and solid state
energy materials and the foundations of microscopy-based analysis
techniques. The exercises will provide understanding of the
practised analysis techniques, and the case studies are based on
actual problems encountered in renewable energy materials. The
course provides students with the skills to analyze, explain and
conclude, with respect to state-of-the-art analysis techniques, and
with methodologies to solve specific problems within energy
materials. Reports based on the case studies will provide students
with feedback in the form of continuous assessment throughout the
course. 
",,"
Jacob R. Bowen,
Søren Bredmose Simonsen"
,,,,,,,,,,,,
47312 , Experimental Electrochemistry,English , 5 ECTS , 2016/2017 ,E3A (Tues 8-12),MSc,DTU,"
Theoretical and practical understanding of relevant basic and
advanced instrumental electrochemical methods;

Ability to describe and interpret different sets of electrochemical
data;

Ability to describe and interpret experimental limitations;

Knowledge of how the different electrochemical methods can be used
to solve a specific problem or advance an investigation in various
fields of application. 
","Describe the purpose and relevance of the different
experimental electrochemical methods Describe the experimental details and equipment(s)/setup(s)
used Describe “good practices” and experimental limitations Explain the fundamentals of the methods and their respective
data analysis Analyze the obtained experimental data Assess the quality of the experimental results Critically compare and select a particular method to a given
problem or need Plan an electrochemical experiment based on the selected
method Write a journal-article-type-report about the work
performed Evaluate scientific reporting in the form of critical
reviews Evaluate the laboratory safety and take necessary precautions
in the planning of experiments","
• Introduction to experimental electrochemistry

• Fundamentals of electrochemistry

• Direct current methods, e.g. steady-state and cyclic voltammetry,
chronoamperometry, chronopotentiometry, rotating disc electrode

• Pulse methods, e.g. pulse voltammetry, differential pulse
voltammetry, square-wave voltammetry

• Alternating current methods, e.g. electrochemical impedance
spectroscopy, AC voltammetry 
",47305,"
Lars Nilausen Cleemann"
,,,,,,,,,,,,
47313 , Solid,English , 5 ECTS , 2016/2017 ,June,MSc,DTU,"
To describe and understand the use of solid state electrochemical
devices for a cleaner environment, achieved through lectures and
practical exercises. To give an understanding of how the chemical
properties of defect solids can be used to design solid-state
electrochemical devices, for example sensors, batteries and fuel
cells. 
","Explain and apply the defect chemistry of solids to design
solid electrochemical devices Explain the principles behind and the construction of a solid
oxide fuel cell Explain the use of a solid oxide cell to electrolysis of water
and carbon dioxide Use cyclic voltammetry to analyze and evaluate solid
electrochemical systems Use electrochemical impedance spectroscopy for the analysis and
evaluation of solid electrochemical systems Explain the principles behind and the use of a solid
electrochemical cell for cleaning flue gases Apply the principles of electron microscopy for the analysis
and evaluation of solid electrochemical systems Apply the principles behind the X-ray diffraction for analysis
and evaluation of ceramic powders Explain the use of a solid oxide fuel cell for direct
conversion of carbon-based materials for the production of
electricity Explain the principles of lithium-based batteries","
Defect chemistry. Solid oxide cells. Direct carbon fuel cell.
Microscopy. Electrochemical impedance spectroscopy. Cyclic
voltammetry. X-ray diffraction. Batteries. 
",26222,"
Kent Kammer Hansen"
,,,,,,,,,,,,
47314 , Thermal Analysis ,English , 5 ECTS , 2016/2017 ,June,MSc,DTU,"
The course will introduce techniques of thermal analysis, and the
participants will be able to apply thermal analysis to measure
materials properties and progress of chemical reactions. The course
covers principles of instrument calibration as well as general
aspects for selection of crucible materials, atmosphere composition
and sample stages.

The course content will be very useful for further work within the
field of materials science where characterization of materials and
processes are relevant; all the way from synthesis through
corrosion and degradation. 
","Explain which properties can be measured by each thermal
analysis (TA) technique Choose the proper TA-technique to evaluate and assess selected
materials properties at temperatures between -150°C and 1600°C Choose and use the proper TA-technique to evaluate and assess
chemical reactions and their kinetic properties at temperatures
between -150°C and 1600°C Design and undertake experiments and validate results for a
minimum of two TA-methods. Preferably use own materials from
research, where results in principle are not known beforehand Explain and use calibration routines and be able to select
sample stages, sample containers, etc. Use group-based work effectively, e.g. to distribute the
workload and better manage the work Present and discuss acquired results of the course
exercises Extract information from MSDS and other literature sources to
assess the reactivity and stability of materials","
General introduction to TA-techniques and concepts.

Practical experiments with the chosen analysis to measure materials
properties.

Practical experiments on reactivity and reaction kinetics.

The problem/subject for the final work may be chosen freely and
should be reported, including choice of crucible, sample stage,
method and analysis results as well as calibration if needed.

Report results from both assignments and the final project work.

Necessary safety routines are included. 
","41657,26231","
Karsten Agersted"
,,,,,,,,,,,,
47316 , Advanced Computational Tools for Energy Materials,English , 5 ECTS , 2016/2017 ,E5A (Wed 8-12),MSc,DTU,"
To give the student insight into the computational tools currently
used to study basic processes in materials related to energy
conversion (batteries, nanocatalysts, fuel cells, photovoltaics,
etc.), with the goal of designing new and more efficient processes
in these materials. 
","Describe the basics of DFT and the quantities that can be
obtained through a DFT calculation Describe the different possible mechanisms of charge transport
in solids Apply the transition state theory and the nudged elastic band
method to study rates of chemical processes Describe scaling relationships and volcano plots in
heterogeneous catalysis Perform simple Metropolis and kinetic Montecarlo
simulations Describe the physics behind dye synthesized solar cells Apply genetic algorithms to search for new materials with
improved properties Analyze problems in materials for energy applications, and
select and apply the appropriate models Interpret computer scripts for electronic structure
calculations Perform simulations on systems related to energy conversion
processes using different codes Write a report in English on the basis of the results obtained
in the project and explain its details orally","
Basics of density functional theory (DFT). Transition state theory
to study adsorption and surface diffusion. Scaling relations in
catalysis and volcano plots. Computational electrochemistry.
Genetic algorithms for computational screening of materials. Band
alignments in solar cells. Electron transport in batteries:
polarons and electron tunneling. Kinetic Monte Carlo to study ionic
transport. 
","10034,26222,10303,26201","
Juan Maria García Lastra,
Heine Anton Hansen"
,,,,,,,,,,,,
47317 , Exergy Analysis,English , 5 ECTS , 2016/2017 ,F2A (Mon 13-17),MSc,DTU,"
Efficient handling of energy becomes increasingly important whether
we choose to base the future energy system on renewable energy, or
we continue to consume the fossil reserves. The 1st law of
thermodynamics states that energy is conserved and can neither be
created, nor consumed, so why do we have problems with energy? It
is typically the usable part of the energy that is decisive and of
interest in energy analyses, so why not put it into system by the
term exergy. The student will understand the concept of exergy and
will be able to apply it to different subprocesses which can be
combined into more complex systems. The course will also provide a
better understanding of reversibility and sustainability in our
energy systems as well as in a broader sense. 
","Explain the concept of entropy as a practical abstraction Account for the difference between reversible and irreversible
processes Explain the term exergy as a measure of the quality of the
energy and its ability to perform work Account for the difference between energy efficiency and exergy
efficiency Calculate exergy consumption in common physical processes Calculate exergy consumption in chemical processes Carry out an exergy analysis on a system with some
complexity Identify the most irreversible steps in a process Assess exergy consumption in energy conversion processes Assess sustainability based on exergy views","
The 1st and the 2nd laws of thermodynamics. A more thorough
introduction to the concept of entropy than what is normally seen
at introductory courses on thermodynamics. Assessment of popular
descriptions of entropy as disorder, scattering, information and
the arrow of time. Exergy as a measure of energy quality. Exergy
consumption in physical processes. Exergy consumption in chemical
processes. Exergy analysis of selected systems such as cooling
machines, engines, fuel cells, chemical industry, electricity
production. Some model systems will be chosen in dialogue with the
students during the course. 
",None,"
Jens Oluf Jensen"
,,,,,,,,,,,,
47318 , Advanced Chemistry for Non,English , 5 ECTS , 2016/2017 ,E4A (Tues 13-17),MSc,DTU,"
Engineers need to understand technologies and materials.
Engineering requires applied science. Chemistry is a central link
between engineering and science and between technologies and
materials. This course is designed to present specialized topics of
modern chemistry for engineering students with non-chemistry
backgrounds. The topics cover major chemistry branches that will be
introduced and illustrated with selected processes and materials of
engineering importance. The objectives are to provide fundamental
tools of chemistry in order to help the students to understand
their own fields better. 
","Collect the appropriate data of material properties and
understand basic thermodynamics in terms of energy conversion and
material stability Explain acid-base and colloidal systems, adsorption and
surfactants as well as characterization techniques within the
fields Depict catalysis and catalysts for petroleum cracking and
synthesis gas Understand chemical and electrochemical energy conversion in
internal combustion, batteries and fuel cells Describe structure and properties of inorganic materials,
particularly metals and alloys Correlate structures and properties of carbons (graphite,
diamonds, carbon fibres, fullerene and nanostructures) Describe structures, functionalities and applications of
ceramics Outline organic chemistry and macromolecular chemistry Describe properties and applications of polymers and
rubbers","
The course covers the following 6 topics:

1) Introduction (chemistry and matters) and physical chemistry
(gas, liquid and solid; 1st and 2nd laws of thermodynamics)

2) Surface and analytic chemistry (acid-base and colloidal systems,
adsorption, surfactants, instrumental techniques)

3) Petro- and electrochemistry (catalysis and catalysts, petro
cracking and synthesis gas; chemical and electrochemical energy
conversion)

4) Inorganic chemistry (bonding, structures, periodicity; metals
and alloys)

5) Materials chemistry (structure, properties and applications of
carbons and ceramics)

6) Organic and polymer chemistry (intro, macromolecules; polymers;
rubbers) 
",None,"
Qingfeng Li,
David Aili"
,,,,,,,,,,,,
47319 , Functional Materials,English , 5 ECTS , 2016/2017 ,F1A (Mon 8-12),MSc,DTU,"
This course aims at providing graduate students with an
understanding of the description and application of functional
materials in selected existing and emerging energy conversion
devices such as solid oxide fuel cells, advanced Li-batteries and
thermoelectric generators. It is the ambition to broaden the
students' knowledge of materials and applied solid state
chemistry and physics and to train them in utilizing their
knowledge to describe the function of full devices and how to
improve them. 
","Describe the crystal structure of inorganic materials and the
concept of point defects Describe the most important types of defects in functional
oxides and their importance for charge transport and chemical
processes Explain the difference between insulators, semiconductors,
metals and ionic conductors Summarize the significance of nonstoichiometry in battery and
fuel cell materials Explain electrical, chemical and electrochemical transport and
how to measure diffusion coefficients Describe the CALPHAD method and its relevance to solid state
chemistry Explain thermoelectricity and piezoelectricity Relate performance measures of a thermoelectric device to the
underlying material properties Assess the importance of various material properties to the
design of a good piezoelectric device Formulate criteria for choosing functional materials for
particular fuel cell and battery applications","
The course focus is on the description of material properties of
crystalline inorganic solids. The description of crystal
structures, the concept of point defects as well as defect
chemistry will be thoroughly presented to be able to utilize these
concepts in describing the function of devices. Methods of
classifying materials from their electronic structures are
presented as are selected elements of thermodynamics important to
describe coupling phenomena such as thermoelectricity and
piezoelectricity. Examples of materials and preferred material
models will be based on our research and development in the areas
of fuel cells, advanced Li-ion batteries and thermoelectric
generators. The form of the course will be lectures combined with
problem solving. During the course, the students will work on their
own small projects, aiming to design an “on paper” complete
functional device belonging to one of the classes presented in the
course (thermoelectric generators, Li-ion batteries, solid oxide
fuel cells and piezoelectric energy harvesters). The students will
work individually or in groups on this. Supervision will be
provided. The purpose of these projects is to work actively with
the tools and descriptions presented in the lectures. 
",None,"
Peter Vang Hendriksen,
Nini Pryds"
,,,,,,,,,,,,
47320 , Organic Solar Cells – Theory and Practice,English , 2.5 ECTS , 2016/2017 ,Fall and Spring  or  January,MSc,DTU,"
The goal of the course is to give students insight into the largest
sustainable source of energy and how we can make use of it using
organic solar cells. The course focuses on the manufacture and
testing of organic solar cells in small and large scale. 
","Argue for advantages and disadvantages using solar energy, and
compare the differences between the three generations of solar
cells Compare embedded energy, energy payback factor and energy
payback Illustrate the different layers and their functions in a
polymer solar cell and calculate the efficiency and fill
factor Illustrate the different steps in the exciton theory Propose at least two criteria that a polymer material must meet
to be used in a polymer solar cell, and describe the connection
between the solar spectrum, the absorption spectrum, and the colour
of the polymer Name the three synthesis methods used to prepare polymers for
applications in polymer solar cells and argue for the
advantages/disadvantages of each synthetic method Evaluate different types of stability and name the different
degradation mechanisms Argue for advantages and disadvantages between different types
of encapsulation Distinguish between the different ISOS standards (International
Summit on Organic photovoltaic Summit) Compare different lab scale techniques for production and test
of polymer solar cells Critically evaluate speed limits for different processing
techniques such as coating and printing","
The course deals with organic solar cells as well as details of
materials degradation and small and large scale production of
organic solar cells. Videos and assignments provide students with
in-depth knowledge of organic solar cells. 
",,"
Eva Bundgaard,
Frederik C Krebs,
Morten Vesterager Madsen"
,,,,,,,,,,,,
47321 , Research Immersion – Department of Energy Conversion and Storage,English , 5 ECTS , 2016/2017 ,July,BSc,DTU,"
As a student you will take an active part in an ongoing research
project in which the supervising PhD
student/​postdoc/​scientist/​senior scientist/associate professor
is involved. The student will gain forefront research-based
knowledge of an area within energy conversion and storage
technologies, while gaining insight into the way the scientific
methods are put into practice in order to solve energy-related
challenges highly relevant to society. You will also gain and train
more generic engineering skills, such as the ability to participate
in a constructive mentor-mentee relationship, perform thorough
analyses of obtained experimental data, compare obtained results
with results reported in literature and train the ability to
communicate this in a well-structured way – both orally and in
writing. 
","Critically read literature and extract information of relevance
to the given scientific project/task Give a description of the purpose of the experimental
(modelling/simulation) work Give a description of the experimental set-up (or applied
models/simulations tools) used Evaluate advantages/disadvantages related to the applied
experimental set-up (model/simulations) Perform the experimental (modelling/simulation) work and
explain the various methods of analysis applied during the
experimental (modelling/simulation) work Analyze the obtained experimental (modelling/simulation)
results Assess the quality of the obtained results Write a report of the conducted work and the obtained
results","
You will work with a PhD student/​postdoc/​scientist/​senior
scientist/associate professor on experimental work in an ongoing
research project in which the supervising PhD
student/​postdoc/​scientist/​senior scientist/associate professor
is involved.

The specific topic for the course will depend on the ongoing
projects in the department and will be related to one of key
technologies that we are working with in DTU Energy. The
technologies are (read more here:
http:/​/​www.energy.dtu.dk/​english/​Research):

• Fuel cells

• Electrolysis

• Solar cells

• Batteries

• Membranes for gas separation

• Magnetic refrigeration

• Thermoelectrical components

• Flue gas purification

• Superconducting components

Shortly after the deadline for sign-up via CampusNet, you will be
asked to send an overview of the courses you have taken during your
study at DTU (or another university). We wil hereafter match
students with an appropriate supervisor and research project. 
",None,"
Anne Hauch,
Ming Chen,
Jean-Claude Grivel"
,,,,,,,,,,,,
47322 , Research Immersion – Department of Energy Conversion and Storage,English , 5 ECTS , 2016/2017 ,July,MSc,DTU,"
As a student taking our Research Immersion course, you will take an
active part in an ongoing research project in which your supervisor
in DTU Energy is involved. The student will gain forefront
research-based knowledge of an area within energy conversion and
storage technologies, while gaining insight into the way scientific
methods are put into practice in order to solve energy-related
challenges highly relevant to society. Moreover, the student will
be trained in/expected to read and comprehend scientific journal
articles. The student will also gain more generic engineering
skills and researcher competences, such as the ability to
participate in a constructive mentor-mentee relationship, perform
thorough analyses of obtained experimental data, compare obtained
results with results reported in literature and train the ability
to communicate this in a concise and well-structured way – both
orally and in writing. 
","Critically read scientific literature/articles and extract
information of relevance to the given scientific project/task Give a description of the purpose of the experimental
(modelling/simulation) work Give a description of the experimental set-up (or applied
models) used and critically evaluate advantages/disadvantages and
limitations related to the applied experimental set-up
(modelling/simulations) Plan and perform the experimental (modelling/simulation) work
and explain the various methods of analysis applied during the
experimental (modelling/simulation) work Analyze the obtained experimental (modelling/simulation)
results Assess the quality of the obtained results including errors and
uncertainties Compare and critically relate the results obtained with similar
results reported in literature Write a report (structured like a scientific article) of the
experimental work and the obtained results","
You will work with a postdoc/scientist/senior scientist/associate
professor on experimental work in an ongoing research project in
which the supervising postdoc/scientist/senior scientist/associate
professor is involved.

The specific topic for the course will depend on the ongoing
projects in the department and will be related to one of key
technologies that we are working with in DTU Energy. The
technologies are (read more here:
http:/​/​www.energy.dtu.dk/​english/​Research):

• Fuel cells

• Electrolysis

• Solar cells

• Batteries

• Membranes for gas separation

• Magnetic refrigeration

• Thermoelectrical components

• Flue gas purification

• Superconducting components

Shortly after the deadline for sign-up via CampusNet, you will be
asked to send an overview of the courses you have taken during your
study at DTU (or another university). We will hereafter match
students with an appropriate supervisor and research project. 
",,"
Anne Hauch,
Ming Chen,
Jean-Claude Grivel"
,,,,,,,,,,,,
