COURSE NUMBER,COURSE NAME,LANGUAGE OF INSTRUCTION,CREDIT LOAD,YEAR,SCHEDULE,COURSE TYPE,DEPARTMENT,GENERAL COURSE OBJECTIVES,LEARNING OBJECTIVES,CONTENT,RECOMMENDED PREREQUISITES,COURSE RESPONSIBLE
,,,,,,,,,,,,
34034 , Applied photonics,English , 5 ECTS , 2016/2017 ,E1A (Mon 8-12),MSc,Department of Photonics Engineering,"
The course aims towards an introduction to the fundamental
properties of lasers and optical detectors. The student must be
able to explain the physical principles behind laser action and to
describe a number of actual laser systems. He/she will be able to
solve simple problems in relation to the properties of light in
optical resonators, coherent light and the interaction between
light and matter. Different types of laser systems will be
considered including solid-state, fiber and semiconductor lasers.
The mode of operation and applications of a number of lasers is
described so that the student will be able to understand and use
commercial laser systems in connection with an actual problem. The
students will be introduced to the characteristics and noise
properties of optical detectors. Finally, examples of optical based
measurement techniques will be introduced. in addition to the
lectures a number of experimental exercises are given. 
","design a resonator system with special properties and relate
these properties to the functionality of the system analyze an optical measurement system and the used/chosen
components describe the interaction between light and matter and relate
this interaction to coherent amplification of electromagnetic
radiation calculate and predict the dynamics as well as steady state
interaction between light and matter generalize and discuss amplification and steady state
conditions of optical amplifiers with feedback analyze laser systems and explain the mode of operation of the
components used in the laser system, and predict the system
performance compare different lasers systems and from the knowledge of the
characteristics make an argued choice of system for a given
application differentiate and classify pulsed laser systems noise and signal-to-noise ratio: describe the most important
sources of noise in optical detection","
Laser beams, laser resonators, photonics, photons and atoms, laser
amplifiers, laser oscillators, semiconductor optics and detectors. 
","34020,34127,34033,10370","
Peter Tidemand-Lichtenberg,
Kresten Yvind"
,,,,,,,,,,,,
34041 , Waveguide optics,English , 5 ECTS , 2016/2017 ,F4B (Fri 8-12),MSc,Department of Photonics Engineering,"
To establish a solid understanding of the physical and
technological background for optical waveguides and components for
the control of a broad spectrum of light, from the visible to THz
frequencies. Optical circuits are expected to become of great
importance for future engineers within areas such as
telecommunication, sensors and computer architecture. Optical
fibers already play a crucial role within long-distance signal
transmission, and are increasingly used as sensors, in laser
systems, and for signal processing. This course gives a thorough
understanding of optical fibers, an introduction to integrated
optical and plasmonic circuits, and a discussion of elementary THz
technology. The course constitutes a solid platform for further
work (e.g. masters projects) within these fields. 
","Describe the structure of modal fields in in optical fibres
with a parabolic index profile, and write down expressions for the
intermodal dispersion. Estimate the number of guided modes in step-index optical
fibers, as well as dispersion, effective area and bend loss, for
given values of core radius and index contrast. Describe the structure, guidance mechanisms and applications of
photonic crystal fibers, write down the single-mode criterion and
estimate dispersion and effective area for standard index-guiding
crystal fibers. Describe the structure, modal fields, propagation losses and
applications of various types of hollow-core fibers. Discuss prism- and grating-assisted coupling of light to
surface plasmon polaritons, as well as prism-assisted beamsplitting
in the THz regime. Derive equations for reflection and transmission in
fiber-integrated Bragg gratings. Sketch solutions for uniform Bragg
gratings, as well as chirped and apodized gratings. Set up full vectorial equations for electromagnetic waves in
optical fibers. Describe the weak-guidance approximation, and the
scaling laws it entails. Formulate equations controlling the incoupling of light in
waveguides. Use modal coefficient formalism to argue for symmetry
conservation in tapers. Derive coupled-mode equations for directional couplers, and
sketch their solutions. Describe the dependence of the coupling
coefficient on the waveguide structure. Describe the properties of surface plasmon polaritons (SPP).
Set up the wave equation describing SPP, and outline the dispersion
diagram for SPP waves at air/metal interfaces. Describe waveguidance of broadband signals in the THz range,the
properties of dispersion-free as well as dispersive metallic
waveguides, and loss mechanisms for THz waves in
waveguides.","
Starting from Maxwell's equations, the fundamental principles
for localization and manipulation of light are established.
Dielectric waveguides, their geometries and mutual coupling, will
be discussed. Furthermore, plasmonic waveguides and metallic
waveguides for THz radiation are introduced. The course gives an
introduction to the building blocks of optical circuits, such as
passive waveguides, Bragg gratings and couplers. Microstructured
optical fibers and their bandgap effects are also introduced. The
course contains excursions to danish companies, thus giving a good
impression of the ongoing activities within the field. 
","31400,10036,34033,10370","
Jesper Lægsgaard,
Peter Uhd Jepsen"
,,,,,,,,,,,,
34042 , Quantum Photonic Communication,English , 5 ECTS , 2016/2017 ,E3A (Tues 8-12),MSc,Department of Photonics Engineering,"
Quantum photonics is now ready to be transferred from research labs
to

innovative and useful technologies. This course is set up to
address this

challenge and has three main objectives:

1. To prepare the student for the technology of tomorrow in

information transfer – the quantum Internet.

2. To equip the student with basic and advanced knowledge about

this technological platform:

o Fundamentals of quantum information transfer

o Quantum communication protocols – from the most

promising solutions to the latest inventions

o Major challenges in the field

3. To give the student hands-on experience with the key

experiments that reveal the nature of quantum physics:

o Quantum light source

o Two-photon interference

o Quantum entanglement 
","Describe the concept and the advantages of quantum information
network, including several implementation approaches: DARPA QKD,
SECOQC Vienna, Tokyo QKD, Geneva area network Explain coherence and decoherence in quantum systems, including
semiconductor based two-level systems Describe & Operate single-photon sources and single-photon
detectors Explain the main quantum communication protocols, including
BB84, E91, BBM92 Identify & Describe the major challenges in field,
including quantum hacking and long distance communication with
quantum repeaters Use state-of-the-art equipment and techniques for quantum
photonics experiments, including single-photon correlation
measurements Analyze experimental data and draw conclusions Evaluate critically the presented topics from a scientific
point of view","
The course will be composed of:

• Lectures on state-of the-art in optical communication,

introduction to quantum optics and quantum networks,

quantum state transfer, quantum coherence and decoherence,

single-photon sources and detectors, quantum cryptography and

quantum error correction.

• Student seminars on the topic, for instance, on specific quantum

communication protocols. The actual subjects will be discussed

and defined together with the students during the course.

• Laboratory experiments on fundamentals of quantum physics,

which until recently could only be done in research labs. 
",None,"
Nika Akopian"
,,,,,,,,,,,,
34046 , Experimental Methods in Photonics,English , 5 ECTS , 2016/2017 ,January,MSc,Department of Photonics Engineering,"
The focus of this course is to introduce student to experimental
work in optical laboratory, teach him how to plan, prepare and
execute optical measurement and how to perform in depth analysis of
experimental data. 
","Operate freely and explain differences between such concept as
ray optics, Gaussian beams, diffraction and interference,
electromagnetic spectrum, wavelength and frequency, electric field
and intensity of optical wave and temporal and frequency
representation of optical pulses. Explain the operational principles of an autocorrelator and use
it for characterization of short laser pulses Characterize properties of optical fibers Characterize the properties of light emitting diodes
(LEDs) Perform optical spectroscopy characterization of a simple
sample Plan and perform Fourier optics manipulation of optical
image Plan, prepare and execute optical experiments Document, evaluate and report on experimental results Analyze sources of noise in the experiment he performed and
comment on possible improvements","
The course contains lectures on

• Ray optics, Gaussian beams and their propagation in optical
systems

• Characteristics of ultrashort laser pulses

• Fourier optics

• Optical spectroscopy techniques

• Fiber optics

• Chosen optical and electronic instrument (autocorrelator, THz
time domain system) 
",34020,"
Peter Uhd Jepsen,
Krzysztof Iwaszczuk"
,,,,,,,,,,,,
34051 , Nanophotonics,English , 10 ECTS , 2016/2017 ,"F1 (Mon 8-12, Thurs 13-17)",MSc,Department of Photonics Engineering,"
To provide the students with a good understanding of the principles
of operation and the physics of advanced nanophotonic devices.
Structuring of materials on a nanometer scale enables one to
control the propagation of light, e.g. by introducing defects in
photonic crystals, and to tailor electronic states and optical
transitions by use of quantum confinement effects in quantum dots.
This basic control of materials properties is utilized to make,
e.g., better lasers, but is also expected to form the basis for the
development of new devices and technologies; e.g. integrated
photonic chips, delay elements based on slow light, plasmonic
waveguides and microcavities displaying enhanced light-matter
interaction.

Research topics at DTU Fotonik will be incorporated and the course
leads to theoretical as well as experimental special courses and
master projects at DTU Fotonik. 
","describe the assumptions on which the various physical models
are based draft the derivation of the major results account for the gain and spontaneous emission spectra in bulk
and low-dimensional semiconductor materials formulate rate equations for semiconductor lasers and use these
for analysing static and dynamic properties describe light-matter interaction as well as damping mechanisms
on the basis of density matrix equations account for Fermi’s Golden Rule as well as coherent effects
such as Rabi oscillations and slow light use scattering and transmission matrices for analyzing gratings
and cavities based on Bragg reflection; including DBR lasers and
VCSELs account for the basic theory and basic properties of photonic
crystals and the use of defects for realizing optical
waveguides describe the basic properties of microcavities and plasmonic
waveguides","
Review of basic optical semiconductor physics. The interaction of
light and matter. Waves in periodic structures; gratings and
resonators. Two- and three-dimensional photonic bandgap structures.
Optical amplification in bulk and low-dimensional materials, such
as quantum wells and quantum dots. Dynamic properties of
semiconductor lasers and noise spectra. Spontaneous emission
quantum noise. Density matrix equations for light-matter
interaction. Coherent effects such as Rabi oscillations, photon
echo and slow light. Ultrafast carrier dynamics in semiconductor
materials. Microcavities. Plasmonics. The course consists of a
combination of lectures and calculation exercises, combined with
(Matlab) computersimulations and experimental laboratory exercises.

","34153,10102,34032,34041","
Jesper Mørk,
N. Asger Mortensen,
Andrei Lavrinenko,
Il-Sug Chung"
,,,,,,,,,,,,
34052 , Nonlinear Optics,English , 10 ECTS , 2016/2017 ,"E3 (Tues 8-12, Fri 13-17)",MSc,Department of Photonics Engineering,"
At the end of the course the participants should be able to perform
simple evaluations of nonlinear phenomena in optics. Examples will
be directed toward applications within optical communications,
sensors and lasers. 
","relate the induced polarization in a dielectric material to an
applied electric field and translate between the material response
in the time and frequency domain relate the real and the imaginary part of the material response
to an applied electric field and analyse these with respect to
their impact on optical material properties discuss and apply susceptibility tensors corresponding to
relevant optical materials with respect to the interaction between
electromagnetic fields and materials derive the nonlinear wave equation corresponding to various
nonlinear phenomena in bulk materials as well as in optical
waveguides describe wave propagation in an-isotropic materials, and derive
solutions regarding phase-matching conditions in such
materials design and analyse nonlinear optical systems aimed at nonlinear
frequency-conversion distinguish between Raman and Brillouin scattering and describe
these phenomena using susceptibility tensors and the induced
polarization describe the intensity dependent refractive index using the
induced polarization and apply the corresponding waveequation to
analyse transmission of short optical pulses. plan and carry out smaller research type projects and analyse
and present the achieved results in form of posters, an oral
presentation and a technical article","
Nonlinear effects in optics is becoming a more and more important
topic, which is simply demonstrated by some of the recent
applications and research topics within optics: high power short
pulsed lasers, supercontinuum sources, sensors, and nonlinear
signal processing, including transmission of high capacity signals.
In the course relevant materials properties will be described and
the interaction between light and matter is discussed. This is done
through the susceptibility and an expansion of the induced
polarization in a given material. The nonlinear waveequation is
derived and applied to specific examples.

During the course two posters are requested from the participants,
one after approximately four weeks and the other after
aproxinmately 9 weeks. In relation to the final evauation of the
course, the posters are weighted by 30 % of the total course. The
remaining 70 % of the course ore obtained from a project which is
carried out through the last 4 weeks of the course. The project is
concluded by handing in a report describing the project. The report
will be presented at the oral exam, and as a requirement to the
report it has to contain elements from the first 8 weeks of the
course. 
","34530,10036,34031,10370","
Karsten Rottwitt,
Peter Tidemand-Lichtenberg"
,,,,,,,,,,,,
34053 , Numerical Methods in Photonics,English , 5 ECTS , 2016/2017 ,F2A (Mon 13-17),MSc,Department of Photonics Engineering,"
To make the participants familiar with modeling of modern photonics
components using the finite-difference method in both the time and
frequency domain. The participants will also learn to model the
propagation of pulses and beams in nonlinear optical materials by
using the split-step Fourier method. Finally stationary
mode-structures will be calculated by solving the equivalent
boundary-value problem. 
","make the participants familiar with modeling of modern photonic
components using the finite-difference method in both the time and
frequency domain find conserved quantities and symmetry properties of the
integrable and extended nonlinear Schrödinger equations implement a split-step Fourier method in MATLAB for modelling
pulse propagation and interaction in optical fibres and perform all
necessary validations calculation, analysis and numerical modelling of phase matching
between optical fibre solitons and dispersive waves describe the conditions and approximations under which full-
and semivectorial wave equations in the frequency domain for guided
modes in straight waveguides may be derived recast the wave equations as a matrix eigenvalue problem using
the finite-difference technique, and implement a numerical tool in
MATLAB to solve this eigenvalue problem utilize mirror symmetries to formulate and implement the
waveguide finite-difference problem in a reduced calculational
domain use the resulting MATLAB codes to determine propagation
constants and mode profiles in various types of straight
waveguides, and critically evaluate the accuracy of the obtained
results write down the second order and the forth order
finite-difference schemes for numerical solution of Maxwell’s
equations in the one dimension analyse numerical dispersion and stability criteria of the
finite-difference time-domain method in 1D, 2D and 3D implement a MATLAB realization of the finite-difference
time-domain method in 1D analyse the propagation of short and long pulses in multilayer
dielectric media. Determine reflection and transmission spectra,
group velocity, field amplitudes in a periodic structure","
Modern photonics research and technology is increasingly reliant on
efficient numerical methods which can accurately model the optical
properties either of advanced components such as high-index
waveguides, microstructured fibres, microresonators or
metamaterials such as photonic crystals, etc. Also, there is an
increasing interest in using nonlinear effects for all-optical
signal processing so a basic knowledge of numerical modeling tools
for both linear and nonlinear optical phenomena is important for
anyone doing photonics research or development. This course aims to
give its participants a basic understanding of some common
numerical methods, emphasizing both the underlying mathematics,
algorithmic issues encountered in their implementation, and their
performance in solving some important photonics problems. Methods
to be discussed are:

Frequency-domain methods: The finite-difference method for straight
waveguides.

Time-domain methods: The finite-difference time-domain method for
modeling advanced photonics components.

Nonlinear propagation: The split-step Fourier method. 
","31400,10036,10370,34041","
Andrei Lavrinenko,
Jesper Lægsgaard,
Ole Bang"
,,,,,,,,,,,,
34054 , Practical  Wave,English , 7.5 ECTS , 2016/2017 ,E5 (Wed 8-17),MSc,Department of Photonics Engineering,"
To introduce the student to the practical side of wave guide optics
(primarily fiber optics) and hereby enable the student to perform
an experimental evaluation of optical components. The course is a
natural basis for larger projects within design and fabrication of
optical wave guide components. 
","Plan and carry out a smaller research type project, possibly as
a part of a team work Understand and explain basic theory related to the experiment
the student has worked with during the course Derive measurable quantities corresponding to theoretical
assays in optical wave guides Measure specific parameters in relation to theoretical
formulation Analyse and correlate theoretical and experimental results on
wave propagation in optical waveguides Calculate relevant physical quantities based on experimental
data Apply theoretical models to analyse experimental data Explain experimental data based on theoretical models Understand measurements or numerical data based on applied
theoretical models Present achieved results at an oral presentation as well as in
a short article-like report","
The first part of the course will introduce relevant theoretical
material such as mode profiles, coupling loss, effective index,
polarisation and simulation of optical components. The last part of
the course includes an experimental project, in relation to an
ongoing research activity at DTU-FOTONIK where knowledge acquired
from the first part of the course is going to be used. 
",10036,"
Mario A. Usuga Castaneda"
,,,,,,,,,,,,
34055 , Fabrication of Nanophotonic Devices,English , 10 ECTS , 2016/2017 ,E5 (Wed 8-17),MSc,Department of Photonics Engineering,"
To give you a theoretical and practical knowledge of process
technology for compound (III-V) semiconductors. This will be done
partly though lecturing, but most of the work will be directed at
fabricating and testing an optoelectronic component (semiconductor
laser or amplifier). Besides basic practical training we will put
emphasis on the engineering aspects of the processes, machines and
cleanroom technology. 
","describe the properties of wet chemical etches for III-V
materials and be able to select one for a given application explain the dry etching of III-V structures and describe the
wafer properties after etch explain the ohmic contact formation to III-V semiconductors and
describe the metallurgy of Ti-Pt-Au and Ni-Ge-Au contacts describe the critical issues and possible solutions to
packaging of optical devices list the methods for photonic integration and outline the
advantages and disadvantages of each eplain the basic growth mechanisms behind and outline the
practical issues in epitaxy of bulk, quantum well or dot
structures explain the process steps needed to fabricate a laser
device describe the capabilities and working principle of the
available processing equipment and be able to operate it to evaluate the performance of the fabricated lasers to design or modify a process for compound semiconductors using
standard processes display proper conduct in a cleanroom with a hazardous
environment and to document a complicated process
sequence","
Active photonic components. Physics and chemistry for III-V
semiconductors. Crystal structure’s importance in processing. Wet
and dry etching. Fabrication of nanostructures by epitaxy: MBE and
MOCVD. Integrated optoelectronics and photonics. Packaging of
optoelectronic components. Practical fabrication of semiconductor
laser. Cleanliness and safety. Process monitoring. Process log.
Understanding of cleanroom and process equipment and the components
they consist of. Basic test of semiconductor lasers. 
",33255,"
Kresten Yvind,
Elizaveta Semenova,
Peter Jesper Hanberg,
Luisa Ottaviano"
,,,,,,,,,,,,
34058 , Numerical modeling and experimental demonstration of nanoplasmonic stuctures.,English , 5 ECTS , 2016/2017 ,January and June,MSc,Department of Photonics Engineering,"
Plasmonics is a still rising field of science and technology in
which the flow of light can be molded at the nanoscale using
metallic nanostructures. The aim of the course is to introduce you
to advanced numerical tools for analyzing light interaction with
metallic nanostructures, and to introduce you to state-of-art
nanofabrication technology for realizing designed nanoplasmonic
devices. The course covers import aspects from design to
fabrication and characterization of plasmonic nanodevices. 
","Conduct numerical simulations by advanced computational
tools Apply advanced computational tools to design plasmonic
structures Analyze the properties of designed plasmonic nanostructure Describe the nanofabrication process and access the fabrication
challenges for plasmonic nanostructures Utilize obtained hands-on experiences with advanced
experimental equipment Manage the optical alignment for the free-space measurement
setup Conduct the characterization of the plasmonic
nanostructures Evaluate and compare measurement results with
simulations","
The course consists of two parts. The first part of it mainly
focuses on numerical simulations. A number of numerical exercises
will be handed out during this part. The second part of the course
is to fabricate plasmonic nanostructures/devices in the Danchip.
Safety course is required for students who are going to do
nanofabrication in the cleanroom. We will guide and assist you in
fabricating your own plasmonic nanodevices. Fabricated devices will
be finally examined with the aid of a scanning electron microscope
and will be characterized in the Opt-Lab. You will present your
results in a report to be submitted toward the end of the course
period. 
","34051,34033","
Sanshui Xiao"
,,,,,,,,,,,,
34069 , Light transport theory and simulation methods,English , 5 ECTS , 2016/2017 ,January,MSc,Department of Photonics Engineering,"
The theory of optics is so rich and complex that many theoretical
formalisms have been formulated to describe, analyze, simulate and
quantify its physical properties. Among all these formalisms
phenomenological approaches like radiometry and radiative transfer,
originally stated in the context of astrophysics, are very
convenient and widely used to simulate light propagation and
light-matter interactions. Phenomenon like scattering of light by a
random media or rough surface are well explained by radiative
transfer theory, as well as macroscopic light-matter interactions
through the concept of bi-scattering-distribution-function (BSDF).
In this course, we will give significant theoretical and practical
insights of this theory, which is of particular importance of many
fields of science and engineering. 
","• Analyze and characterize optical properties of materials
important for light transport • Model, derive, measure and efficiently utilize
bi-scattering-distribution-functions • Manipulate and solve the integral equations governing light
transport in both scalar and vector forms • Simulate and model light transport and light-matter
interactions for engineering and scientific applications from
optical engineering to astrophysics • Predict and solve the (multiple/single) scattering of light
by random scatterers, both in volume and surface • Derive mathematical and numerical models for light transport
modeling and simulation • Describe and interpret the principles of optical simulation
software and raytracing based algorithms • Conduct numerical simulations for solving complex light
transport and light matter interaction problems, without directly
solving PDEs like Maxwell’s or Wave equations • Derive analytical solutions of Maxwell’s equations","
The course consists of four parts:

1. Review of theory of optics

2. Radiative transfer equation (RTE): theory and applications

3. Light scattering and bi-directional scattering functions

4. Numerical methods and algorithms for solving the RTE and
scattering problems

We will start from reviewing electromagnetic and wave approaches of
principles of optics, and related mathematical concepts. This part
will also review optical properties of materials; this will be
useful for the modelling and simulation of light transport
problems.

In a second part of the course, we will depart from Maxwell’s and
wave equations to derive the radiative transfer equation, which is
based on geometrical optics but can fully embrace waves optics
properties like polarization. In this part of the course, we will
also discuss integral equations, as the RTE is part of this class
of equations; other integral equations that will be discussed
include Kirchhoff and Stratton-Chu integrals.

Then equipped with the theoretical foundation of radiative transfer
and integral equations we will approach the problem of light
scattering and explain it through the RTE formalism. In this part,
we will also introduce the concept of
bi-scattering-distribution-function (BSDF). Polarization will be
also discussed in this section, and we will see how to include it
in a ray-based theory through Stokes formalism and vector integral
equations. Based on understanding of the theoretical aspects of
radiative transfer we will learn to solve integral equations with
raytracing and Monte Carlo methods, and present some commercial and
open source simulation packages based on these techniques. 
","34020,34031","
Thierry Silvio Claude Soreze"
,,,,,,,,,,,,
34091 , Advanced photonic devices journal club,English , 5 ECTS , 2016/2017 ,E3A (Tues 8-12),Ph.D.,Department of Photonics Engineering,"
To provide the participant with knowledge about the latest research
within optoelectronics and to practice scientific discussions and
presentations 
","Have an overview of contemporary research topics in photonic
devices including fabrication, theory and experiments Be able to perform an independent literature search Be able to discuss key concepts in photonic devices at a high
academic level Be able to critically assess a scientific article Be able to present scientific results orally in a clear and
comprehensible fashion - - -","
The course consists of presentations and discussions of scientific
articles within photonics devices and related topics, cf. the list
of keywords below. The students takes turns in presenting the main
results of a chosen paper using a computer presentation.
Presentations may include electrical, optical and thermal design of
the devices and the working principle. In addition, the fabrication
methods, applications and competing technologies may be included
where appropriate. 
",,"
Kresten Yvind,
Lars Hagedorn Frandsen"
,,,,,,,,,,,,
