COURSE NUMBER,COURSE NAME,LANGUAGE OF INSTRUCTION,CREDIT LOAD,YEAR,SCHEDULE,COURSE TYPE,DEPARTMENT,GENERAL COURSE OBJECTIVES,LEARNING OBJECTIVES,CONTENT,RECOMMENDED PREREQUISITES,COURSE RESPONSIBLE
27026, Theoretical Molecular Microbiology,Danish , 5 ECTS , 2016/2017 ,E2A (Mon 13-17),BSc,Department of Systems Biology,"
To give the students a basic knowledge of microorganisms and their
molecular biology. After having taken the course, the acquired
knowledge on the methods and paradigms in molecular microbiology
should enable the students to follow a discussion amongst
professionals, as well as read literature within molecular
microbiology. 
","Explain the mechanisms behind DNA replication, transcription
and translation. Identify putative structural genes in a bacterial nucleotide
sequence (ORF with start and stop codons and correctly spaced
ribosomal binding sites). Identify putative promoters, terminators, and operator
sequences in a bacterial nucleotide sequence (consensus and
degenerated sequences). Explain the molecular mechanisms behind regulation of
transcriptional initiation and leader termination (repression,
activation and attenuation), as well as of translational initiation
and protein modification. Explain the overall mechanisms behind selected regulatory
paradigms (catabolite control and heat shock regulation). Use and describe the most important concepts from bacterial
genetics within the areas: Mutagenesis and mutant classification;
selection, screening recombination, analysis, complementation, and
notation of mutants. Explain the mechanisms behind natural genetic transfer
(transformation, transduction and conjugation). Describe genetic elements (plasmids, insertion elements and
transposons). Use and describe concepts from recombinant gene technology
within the areas: Cloning, PCR amplification; DNA sequencing; site
directed mutagenesis. Describe the life cycles of temperate end virulent
bacteriophages and their growth physiological characteristics. Discuss the importance of mutagenesis, genetic transfer and
selection, in nature and in biotechnological research. Discuss research results from molecular biotechnology using the
above competences (with aids).","
Theory: Molecular Microbiology, macromolecular synthesis (DNA-,
RNA- and protein synthesis), regulation of gene expression,
recombinant DNA technology, and the terminology used within
molecular microbiology. Cell structures. Cell division in bacteria
and life cycle. Growth physiology. Selective growth of micro
organisms with desired phenotypes. Mutagenesis, phenotypic
expression and selection or screening of microbial mutants.
Bacterial genetics, including gene transfer in nature. Virus, in
particular bacteriophages. 
","27002,23932","
Jan Martinussen,
Claus Sternberg"
,,,,,,,,,,,,
27027, Exercises in Molecular Microbiology,Danish , 5 ECTS , 2016/2017 ,E4A (Tues 13-17) and E5B (Wed 13-17),BSc,Department of Systems Biology,"
To give the students a basic knowledge of experimental work in
molecular microbiology. 
","Master basic microbiological techniques, and plan, perform,
interpret and report molecular biological exercises in
collaboration with one or two fellow students after written guides
within the following areas: Basal sterile methology. Purification of microbial cultures on agar plates including
dilution and seeding on agar plates. Produce growth medium and Inoculate liquid cultures. Follow growth of a microbial culture by measuring the optical
density. Produce and analyze microbial preparations by microscopy. Microbial growth physiology. Recombinant gene technology. Mutagenesis. DNA transfer. Gene regulation. Gene mapping.","
Microbial methods (basal sterile technique, optical density,
plating). Microbial physiology (growth kinetics, yield, induction
of gene expression) bacterial genetics (transduction, conjugation,
mutagenesis, isolation and analysis of mutants). DNA analysis,
genetic engineering and transformation. The results of the
experimental work are presented as a report written in the style of
a scientific paper. 
",27026,"
Jan Martinussen,
Mogens Kilstrup"
,,,,,,,,,,,,
27034, Fermentation Technology,English , 5 ECTS , 2016/2017 ,F5A (Wed 8-12),BSc,Department of Systems Biology,"To give the students knowledge and understanding of fundamental fermentation technology and biotechnology products produced by microorganisms. It is expected that the student exhibits knowledge of basic quantitative elements, the scientific background and the general principles of biotechnological processes. This incorporated using exercises and discussion of the subjects. 

When objectives have been achieved should the students be able to participate in operation and development in the field of fermentation technology.","A student who has met the objectives of the course will be able to:
Relate the metabolism of various production organisms for biotechnological products.
Design strategies for strain improvements encompassing both classical and ""metabolic engineering"" methods included.
Select suitable medium components and quantified a medium in a case study.
Understanding the concept of yield modulus and will be able to calculate these based on a quantitative knowledge of microbial physiology.
Describe a bioreactor and related equipment and explain the function of the various parts.
To evaluate the quantitative physiology of a cell factory based on analysis of fermentation data.
Derive the mass balances of the substrate, biomass and product formation in order to solve the fermentation kinetics tasks and evaluate the results.
Determine volumetric mass transport speeds and correlate these to the choice of fermentation parameters.
Design a fermentation process based on knowledge of process and microbiology.","Fermenteringers microbial stoichiometry and their metabolic requirements. Industrially important 
microorganisms and their metabolism including an introduction to mammalian cell cultures. 
Strain selection and improvement. Quantitative assessment of the fermentation processes. Batch, fed-batch 
and chemostat fermentations. Microbial process kinetics. Design of fermentation processes based on 
fermentation kinetics. Formulation of technical substrates. Sterilization, reactor design, 
instrumentation and control. Significance of process parameters for example. aeration and agitation. 
Exemplifying by selected fermentation products. 
The students will work with one term paper in the 13-week period in which they independently will work with calculation tasks that exemplifies traditional biotechnological processes. This creates a link between the studied theoretical subjects. The course ends with an oral exam in which the subjects are examinable will be based on case studies that support the comprehensive understanding of the fermentation processes.","27026,27027,27002,27022","
Uffe Hasbro Mortensen"
,,,,,,,,,,,,
27035, Practical excercises in Fermentation Technology,Danish , 5 ECTS , 2016/2017 ,June,BSc,Department of Systems Biology,"To give students practical experience with experimental biotechnology work in microbiology and fermentation technology. This is achieved by allowing the students carry out various types of fermentation processes and correlating the results with the data sets from the research literature.
","A student who has met the objectives of the course will be able to:
Evaluate quantitative physiology in batch, chemostat and fed-batch experiments in silico.
Amplify microbial strains and perform aseptic work across scale in a laboratory.
Perform laboratory scale fermentations and evaluate their results.
Gain practical experience with setting up bioreactors and related measuring instruments.
Apply online and off-line measurements to monitor and regulate fermentations.
Couple theory of yield coefficients with the practical experiment and gain experience in developing and rely on carbon balances.
Orally and in writing to the essential findings and conclusions of completed fermentations.
A technical report that evaluates information from scientific literature combined with the processing of their own data.","Moments included: Sterile technique, storage of microorganisms, grafting and propagation. Setup and preparation of fermentors. Growth experiments in fermenters (fermentations). Growth Characteristics and mass balances from experimental data. Theoretical exercise that works with design and optimization of the different types of fermentation processes (batch, chemostat and fed-batch). 

The laboratory exercises in the 3-week period runs mainly in English and oral presentations can get to be in English.","28864,27034","
Uffe Hasbro Mortensen"
,,,,,,,,,,,,
27040, Introduction to Systems Biology,English , 5 ECTS , 2016/2017 ,E1B (Thurs 13-17),BSc,Department of Systems Biology,"
To give the students both theoretical and practical experience with
why, when and how to apply a network biology analysis approach to a
given molecular biology problem.

This course gives a hands-on introduction to the Network Biology
part of Systems Biology. The MSc course 27041 covers the
mathematical modeling part of Systems Biology. 
","Apply a network biology analysis approach to a wide rage of
molecular biology problems. Describe the main high-throughput experimental methods used for
generating protein-protein interaction data. Critically assess the quality of high-throughput
protein-protein interaction data. Apply basic graph-theory based measurements on biological
networks. Describe basic computational methods for reconstructing and
scoring biological networks based on high-throughput data. Describe and apply basic algorithms for identifying likely
protein complexes from protein-protein interaction data
(MCODE). Use the network visualization/analysis software CytoScape as a
platform for integrative network based analysis. Infer likely biological function of “orphan” proteins by
analysis of their interaction partners. Extract relevant information from the KEGG and NCBI
databases Describe how flucturations in metabolite pool sizes can affect
gene expression profiles","
Introduction:

• Introduction to Systems Biology, the motivation for applying a
Systems Biology / Network Biology point of view to molecular
biology problems.

• Experimental data behind protein-protein interaction networks.
Pros and cons of different technologies.

• Network analysis: topology based scoring of interactions, basic
understanding of key network parameters, and algorithms for
identification of sub-networks.

Yeast Systems Biology – case: Cell cycle

• Introduction to core components of cell cycle regulation.

• Visualizing cell cycle regulatory networks.

• Introduction to transcriptomics data – how to overlay expression
data with networks.

• Combining temporal (time-series) expression data with molecular
networks, to discover modes of regulation.

Biomedical research – case: human heart development and diseases

• Introduction to the disease case: genetic defects, heart
embryonic development and adult heart disease.

• Combining protein-protein interaction data from multiple species
to form an inferred human interactome.

• The concepts of virtual pulldowns and relevance scored networks
(0th and 1st order filtering).

• Tissue specific data: Molecular networks related to specific
anatomical regions of the heart.

Bacterial Systems Biology: Proteomics, transcriptomics and
metabolomics of bacterial systems

• Mass spec as part of the Systems Biology toolbox.

• Using pathways and network information to understand metabolic
processes.

• Navigate in the KEGG and NCBI databases and extract relevant
information

• Combine transcriptomics and metabolomics data to gain
understanding of the biochemistry of a gene regulatory system 
","27026,27002,27611,27022","
Rasmus Wernersson,
Aron Charles Eklund"
,,,,,,,,,,,,
27042," Introduction to Systems Biology, June version",English , 5 ECTS , 2016/2017 ,June,BSc,Department of Systems Biology,"
To give the students both theoretical and practical experience with
why, when and how to apply a network biology analysis approach to a
given molecular biology problem.

This course gives a hands-on introduction to the Network Biology
part of Systems Biology. 
","Apply a network biology analysis approach to a wide rage of
molecular biology problems. Describe the main high-throughput experimental methods used for
generating protein-protein interaction data. Apply basic graph-theory based measurements on biological
networks. Describe basic computational methods for reconstructing and
scoring biological networks based on high-throughput data. Describe and apply basic algorithms for identifying likely
protein complexes from protein-protein interaction data. Use the network visualization/analysis software Cytoscape as a
platform for integrative network based analysis. Explain the basics about the microbiome and its relations to
human health Explain the basic principles of microbiome ecology Perform calculations of basic ecological measures Perform group work Present results from a poster","
Introduction:

• Introduction to Systems Biology, the motivation for applying a
Systems Biology / Network Biology point of view to molecular
biology problems.

• Experimental data behind protein-protein interaction networks.
Pros and cons of different technologies.

• Network analysis: topology based scoring of interactions, basic
understanding of key network parameters, and algorithms for
identification of sub-networks.

Genome-wide profiling of RNA and protein

• Introduction to transcriptomics data – how to overlay expression
data with networks.

• Combining temporal (time-series) expression data with molecular
networks, to discover modes of regulation.

• Using RNA and miRNA profiling in patient cohorts to predict or
stratify by disease or drug response

Biomedical research – case: human heart development and diseases

• Introduction to the disease case: genetic defects, heart
embryonic development and adult heart disease.

• Combining protein-protein interaction data from multiple species
to form an inferred human interactome.

• The concepts of virtual pulldowns and relevance scored networks
(0th and 1st order filtering).

• Tissue specific data: Molecular networks related to specific
anatomical regions of the heart.

Metagenomics in health

• Understand the basic concepts of metagenomic and human
microbiome,

• Introduce examples of basic metagenomic data processing and
integration of different levels of information describing the
microbiome and its relation to the health and disease of the human
host

• Interpretation of microbiome data; and ecological concepts and
principles 
","27622,27633,27002,27611","
Henrik Bjørn Nielsen"
,,,,,,,,,,,,
27051, Applied Biodiversity,Danish , 5 ECTS , 2016/2017 ,F5B (Wed 13-17),BSc,Department of Systems Biology,"
The aim of the course is to give the students an insight in the
functional and species diversity of microorganisms (bacteria,
Archaea, and fungi) to understand their positive and negative roles
in the environment – including the human body, and their potential
application in biotechnology. The course includes an introduction
to microbial physiological and ecological concepts valuable to
biotechnological, medical, ecological, molecular, and food related
disciplines. 
","Give an overview of microbial evolutionary diversity. Give and overview of microbial physiological diversity. Explain the problems associated to classification and species
concept of microorganisms. Design experiments and explain methods that can be used to
identify microorganisms Explain important microbial interactions, including some of the
molecular mechanisms underlying these Explain basic microbial ecologyecology – including methods
allowing studies of microorganisms in situ. Describe commercially important microorganisms and the
processes they are used for Evaluate conventions regulating commercial exploitation of
microorganisms. Describe different screening methods for biotechnologically and
innovation relevant bacteria and fungi. Describe how microorganisms with interesting properties can be
isolated from natural samples. Prepare a report on a relevant microbiological problem
(including defining the purpose) in collaboration with other
students at the course","
An overview of microbial biodiversity by going through
phylogenetic, taxonomic and physiologic differences and
similarities of bacteria, Archaea, and fungi – focussing on
organisms relevant to biotechnology and biomedicine. The following
areas will be covered:

• The species concept. Evolutionary based classification.
Description of new species. Phylogeny vs. classical taxonomy.

• Important groups of Bacteria, Archaea, and Fungi, and their
metabolism.

• An overview of biodiversity from individual to ecosystem.
Microbial ecology.

• Isolation and identification of microorganisms, and screening for
new products/metabolic capabilities.

• Nutritive requirements, and design of media. Bioconsortia,
habitats, incubation conditions, and culture collections. 
","27026,27027,27002,27022","
Lone Gram"
,,,,,,,,,,,,
27106," Research Immersion, Life Science",English , 5 ECTS , 2016/2017 ,July,MSc,Department of Systems Biology,"
Through participation in a small research project, the student will
try to answer a question, which is connected to the work of the
supervising PhD student. The student will gain forefront knowledge
of an area within Life Science, while gaining insight into how the
scientific method is put into practice to solve pressing issues
facing society. The student will also gain general competencies,
e.g. the ability to participate in a constructive mentor-mentee
relationships and the ability to communicate science – in writing
as well as orally. 
","Work in a focused and strategic manner to retrieve scientific
literature Read scientific articles and extract information of relevance
to a scientific project Critically evaluate own and others experimental designs Plan, carry out and finalise a project under tight time
constraints Orally communicate the main features of a scientific issue Communicate the results of a scientific project in a report
shaped like a scientific article Constructively participate in a student-supervisor
relationship. Give constructive feedback to fellow students.","
Participation in a short-term research project in close
collaboration with a supervising PhD student. The exact content of
the project will be further agreed upon with the supervising PhD
student. The main points of the scientific issue must be
communicated orally to the other participants of the course. The
project must be communicated via a final, written report. 
","27015,27010,27009","
Malene Bonné Meyer"
,,,,,,,,,,,,
